1;60002504
2;60002504
3;60003620
4;60003620
5;60004277
6;60004505
7;60005856
8;60005856
9;60007280
10;60009573
11;60009573
12;60009616
13;60009616
14;60010084
15;60010967
16;60016589
17;60018088
18;60018088
19;60019101
20;60019927
21;60021216
22;60021216
23;60021312
24;60022275
25;60024931
26;60024931
27;60025054
28;60025054
29;60025054
30;60027685
31;60030699
32;60030699
33;60030699
34;60033389
35;60033389
36;60033688
37;60033688
38;60033688
39;60033688
40;60034085
41;60034644
42;60035714
43;60035714
44;60035714
45;60035714
46;60035714
47;60035714
48;60035714
49;60035714
50;60035924
51;60037327
52;60040469
53;60042349
54;60042349
55;60043038
56;60043248
57;60044108
58;60044108
59;60044108
60;60044108
61;60044574
62;60044841
63;60045217
64;60047143
65;60047143
66;60047143
67;60047182
68;60047182
69;60047225
70;60047225
71;60047271
72;60049322
73;60049322
74;60049991
75;60049991
76;60049991
77;60049991
78;60049991
79;60051234
80;60051234
81;60052973
82;60054376
83;60054376
84;60058008
85;60058517
86;60058620
87;60058620
88;60058620
89;60058620
90;60058620
91;60058620
92;60058620
93;60059081
94;60059081
95;60060450
96;60061171
97;60061171
98;60067562
99;60069307
100;60070195
101;60070359
102;60070665
103;60071379
104;60071952
105;60071952
106;60072310
107;60072310
108;60072506
109;60074795
110;60074795
111;60075192
112;60075559
113;60076134
114;60077574
115;60080218
116;60080218
117;60080232
118;60080232
119;60082233
120;60084049
121;60085553
122;60085578
123;60085578
124;60089217
125;60089516
126;60091086
127;60092590
128;60097833
129;60098376
130;60098376
131;60098472
132;60100877
133;60105568
134;60106606
135;60106862
136;60110031
137;60110031
138;60110490
139;60110490
140;60111101
141;60111471
142;60117111
143;60117855
144;60118715
145;60119226
146;60120812
147;60122101
148;60122101
149;60122507
150;60122507
151;60122980
152;60124643
153;60126167
154;60126377
155;60127212
156;60127671
157;60129957
158;60129957
159;60130062
160;60130062
161;60130062
162;60131132
163;60131132
164;60131132
165;60131132
166;60131132
167;60131132
168;60131132
169;60131805
170;60132330
171;60133432
172;60135020
173;60135981
174;60140010
175;60140505
176;60144966
177;60146547
178;60148167
179;60148167
180;60148167
181;60149276
182;60149276
183;60149276
184;60150015
185;60150015
186;60150232
187;60150638
188;60150638
189;60151843
190;60151843
191;60152436
192;60152607
193;60152607
194;60152906
195;60153075
196;60153239
197;60153239
198;60153239
199;60155329
200;60155329
201;60155628
202;60155667
203;60155788
204;60155788
205;60158154
206;60160707
207;60160707
208;60161143
209;60162494
210;60162494
211;60162494
212;60167986
213;60167986
214;60168515
215;60168515
216;60169147
217;60170046
218;60172339
219;60173423
220;60175591
221;60175591
222;60175591
223;60177724
224;60181231
225;60181402
226;60181733
227;60182657
228;60183061
229;60183339
230;60184188
231;60184590
232;60186043
233;60186214
234;60188375
235;60192594
236;60192594
237;60195010
238;60195010
239;60195010
240;60195156
241;60195398
242;60196977
243;60196977
244;60197246
245;60197246
246;60197246
247;60199966
248;60199966
249;60199966
250;60199966
251;60199966
252;60200500
253;60200938
254;60200938
255;60202483
256;60202483
257;60202483
258;60203795
259;60203795
260;60203795
261;60204573
262;60205159
263;60207555
264;60208447
265;60209645
266;60209937
267;60210697
268;60210811
269;60212335
270;60212335
271;60212424
272;60212424
273;60212965
274;60212965
275;60212965
276;60213914
277;60213914
278;60215018
279;60215018
280;60215018
281;60215018
282;60215018
283;60215018
284;60216127
285;60216262
286;60221786
287;60221786
288;60222137
289;60223417
290;60223417
291;60224316
292;60224316
293;60227166
294;60227166
295;60227892
296;60227892
297;60227892
298;60232334
299;60233817
300;60233913
301;60233913
302;60234100
303;60234221
304;60235768
305;60236756
306;60236756
307;60237858
308;60239706
309;60239706
310;60240181
311;60240181
312;60240181
313;60241034
314;60241034
315;60241034
316;60241034
317;60241034
318;60241874
319;60242321
320;60242321
321;60242321
322;60243544
323;60243544
324;60243544
325;60244525
326;60245004
327;60245004
328;60245253
329;60245253
330;60245253
331;60245253
332;60245253
333;60245253
334;60245253
335;60245253
336;60245253
337;60245253
338;60245253
339;60245253
340;60246750
341;60246750
342;60248000
343;60248840
344;60248840
345;60248840
346;60248840
347;60249796
348;60249903
349;60249903
350;60249903
351;60249903
352;60250567
353;60250930
354;60250930
355;60250930
356;60251516
357;60252340
358;60252422
359;60254117
360;60256036
361;60259242
362;60259370
363;60260166
364;60260497
365;60260497
366;60260910
367;60260910
368;60261656
369;60261656
370;60262929
371;60262929
372;60264830
373;60265569
374;60266265
375;60267171
376;60267506
377;60267506
378;60267506
379;60268519
380;60269037
381;60269037
382;60269037
383;60269037
384;60270114
385;60270395
386;60270395
387;60271248
388;60271248
389;60272948
390;60274148
391;60274212
392;60275086
393;60275086
394;60280959
395;60282547
396;60282999
397;60287206
398;60287373
399;60290800
400;60292114
401;60292267
402;60292349
403;60295320
404;60295320
405;60295320
406;60295427
407;60296931
408;60298455
409;60298932
410;60301200
411;60301200
412;60301200
413;60304050
414;60304591
415;60306813
416;60306813
417;60307242
418;60307630
419;60310861
420;60311803
421;60314062
422;60314272
423;60316362
424;60316362
425;60320656
426;60321676
427;60321676
428;60321676
429;60321676
430;60323969
431;60325201
432;60326844
433;60327266
434;60327615
435;60328261
436;60328261
437;60328432
438;60329185
439;60329185
440;60329242
441;60329598
442;60329609
443;60330180
444;60330586
445;60330586
446;60331229
447;60332103
448;60335124
449;60339717
450;60339717
451;60339717
452;60339756
453;60341508
454;60342909
455;60342909
456;60344529
457;60344657
458;60344657
459;60344657
460;60344657
461;60344657
462;60344657
463;60344657
464;60344657
465;60344657
466;60345905
467;60345905
468;60345905
469;60345905
470;60345905
471;60345905
472;60345905
473;60345905
474;60345905
475;60345905
476;60345905
477;60347735
478;60350998
479;60351694
480;60351986
481;60353108
482;60353108
483;60356727
484;60356727
485;60359196
486;60360113
487;60360234
488;60360864
489;60362210
490;60362986
491;60363967
492;60364161
493;60365078
494;60368028
495;60368028
496;60368099
497;60368099
498;60368099
499;60368512
500;60368512
501;60368512
502;60368512
503;60368512
504;60369984
505;60370417
506;60371679
507;60371679
508;60372215
509;60373477
510;60374821
511;60376815
512;60377116
513;60377116
514;60378168
515;60378168
516;60378168
517;60378182
518;60379544
519;60379544
520;60379569
521;60379619
522;60379619
523;60379619
524;60379619
525;60379619
526;60380219
527;60382608
528;60384897
529;60384897
530;60385433
531;60385433
532;60385433
533;60385433
534;60385522
535;60385682
536;60385682
537;60385789
538;60386414
539;60388301
540;60389531
541;60389677
542;60389677
543;60389677
544;60390359
545;60390455
546;60391646
547;60391646
548;60391646
549;60391646
550;60391646
551;60391646
552;60391646
553;60391646
554;60391646
555;60391646
556;60391646
557;60391646
558;60391646
559;60391646
560;60391646
561;60391646
562;60391646
563;60391646
564;60393661
565;60396426
566;60396928
567;60396928
568;60397542
569;60398441
570;60399454
571;60401745
572;60406016
573;60406781
574;60407463
575;60408323
576;60410712
577;60410712
578;60413174
579;60413174
580;60413815
581;60414486
582;60416380
583;60418716
584;60418716
585;60418716
586;60418716
587;60418716
588;60420681
589;60422426
590;60423446
591;60423791
592;60424555
593;60424555
594;60425707
595;60425707
596;60427957
597;60427989
598;60427989
599;60433369
600;60435263
601;60436803
602;60436803
603;60439087
604;60439525
605;60441558
606;60442838
607;60442838
608;60442838
609;60442838
610;60442838
611;60443413
612;60443413
613;60443609
614;60445784
615;60446594
616;60446594
617;60446594
618;60446612
619;60446726
620;60446911
621;60447123
622;60447340
623;60447340
624;60447372
625;60447461
626;60452558
627;60453083
628;60454662
629;60455789
630;60456154
631;60456535
632;60456535
633;60456948
634;60457263
635;60457338
636;60457338
637;60457338
638;60457338
639;60457338
640;60457338
641;60457929
642;60459499
643;60459499
644;60461564
645;60462965
646;60462965
647;60463095
648;60463095
649;60463095
650;60463095
651;60463095
652;60463323
653;60464222
654;60466515
655;60467236
656;60468092
657;60468320
658;60468320
659;60470499
660;60470990
661;60470990
662;60473730
663;60473940
664;60474889
665;60474889
666;60474889
667;60476630
668;60476630
669;60476979
670;60476979
671;60477650
672;60480550
673;60480810
674;60480810
675;60480810
676;60480810
677;60480810
678;60481499
679;60481499
680;60481517
681;60483685
682;60484082
683;60484851
684;60485234
685;60485234
686;60485953
687;60485953
688;60485985
689;60486090
690;60486090
691;60486902
692;60489193
693;60491130
694;60491130
695;60492702
696;60493359
697;60493359
698;60495132
699;60498751
700;60504243
701;60505701
702;60505701
703;60507086
704;60508302
705;60508302
706;60508302
707;60508302
708;60508697
709;60508697
710;60509468
711;60509468
712;60509468
713;60509781
714;60509781
715;60509781
716;60509781
717;60511177
718;60511177
719;60511775
720;60512336
721;60512845
722;60513598
723;60514006
724;60514839
725;60516982
726;60517707
727;60518136
728;60518136
729;60520742
730;60520742
731;60521926
732;60522572
733;60524573
734;60524598
735;60526706
736;60526706
737;60527320
738;60528543
739;60528543
740;60529136
741;60529136
742;60529136
743;60529136
744;60529136
745;60529136
746;60529136
747;60529136
748;60529136
749;60529809
750;60529809
751;60529816
752;60530882
753;60533273
754;60533273
755;60533348
756;60534076
757;60534795
758;60534795
759;60535484
760;60536159
761;60536159
762;60536383
763;60537777
764;60538480
765;60542703
766;60543082
767;60543082
768;60543292
769;60545083
770;60545083
771;60545966
772;60546502
773;60546502
774;60546502
775;60546662
776;60546662
777;60547180
778;60549391
779;60549391
780;60549797
781;60550568
782;60550568
783;60552619
784;60552722
785;60552925
786;60552925
787;60557096
788;60558294
789;60558369
790;60558369
791;60558682
792;60560224
793;60562182
794;60562182
795;60562606
796;60562855
797;60564219
798;60565310
799;60565723
800;60567083
801;60567418
802;60567418
803;60569419
804;60569419
805;60570108
806;60570108
807;60570108
808;60570108
809;60570108
810;60570108
811;60570229
812;60571391
813;60574505
814;60574505
815;60574868
816;60576634
817;60576901
818;60576901
819;60578560
820;60578717
821;60578717
822;60578717
823;60578717
824;60578717
825;60579228
826;60580134
827;60580376
828;60581211
829;60581542
830;60582740
831;60582904
832;60582904
833;60582904
834;60583187
835;60585996
836;60587641
837;60588106
838;60588704
839;60588704
840;60589464
841;60589464
842;60590630
843;60590648
844;60591091
845;60594326
846;60594326
847;60595727
848;60595727
849;60595727
850;60595727
851;60595727
852;60595727
853;60596291
854;60596494
855;60596494
856;60598520
857;60598520
858;60599533
859;60600334
860;60601728
861;60602431
862;60602431
863;60602449
864;60605000
865;60606497
866;60606497
867;60607503
868;60608174
869;60608174
870;60608548
871;60609568
872;60609568
873;60609568
874;60613157
875;60614241
876;60614273
877;60614273
878;60614273
879;60614273
880;60614273
881;60614273
882;60614280
