Id_ASMR;CodeCIS
733;69085184
734;69084488
735;69083660
736;69083564
737;69083347
738;69082804
739;69082804
740;69082804
741;69082804
742;69082804
743;69082149
744;69079480
745;69077903
746;69077294
747;69075222
748;69075222
749;69068441
750;69068441
751;69067841
752;69067841
753;69063120
754;69063120
755;69061411
756;69061105
757;69057530
758;69054705
759;69050347
760;69050347
761;69047251
762;69044807
763;69040591
764;69040082
765;69038793
766;69037684
767;69036269
768;69033757
769;69032413
770;69026129
771;69025707
772;69025707
773;69024555
774;69024085
775;69022853
776;69022853
777;69022853
778;69020770
779;69020770
780;69018367
781;69016925
782;69016925
783;69016117
784;69016117
785;69015780
786;69015780
787;69015780
788;69015645
789;69014721
790;69014721
791;69014721
792;69013007
793;69009069
794;69006393
795;69005619
796;69005170
797;69002701
798;68999853
799;68999853
800;68995424
801;68992798
802;68990612
803;68990181
804;68990053
805;68988159
806;68988159
807;68988159
808;68986795
809;68986222
810;68986222
811;68981257
812;68975699
813;68973246
814;68966390
815;68965192
816;68964585
817;68964304
818;68963469
819;68963056
820;68961183
821;68961094
822;68956656
823;68956599
824;68956396
825;68955248
826;68954979
827;68954751
828;68954751
829;68954751
830;68952704
831;68952704
832;68952704
833;68952704
834;68952241
835;68951171
836;68950692
837;68950692
838;68950386
839;68949551
840;68948990
841;68944561
842;68942457
843;68937442
844;68937442
845;68929381
846;68929381
847;68928863
848;68928112
849;68924929
850;68921356
851;68919387
852;68914027
853;68912827
854;68909069
855;68907417
856;68906742
857;68906742
858;68903746
859;68903283
860;68901873
861;68901873
862;68901873
863;68886058
864;68885675
865;68884089
866;68884089
867;68881730
868;68879708
869;68878862
870;68878862
871;68878862
872;68878549
873;68878549
874;68878549
875;68874789
876;68871572
877;68869105
878;68868590
879;68867734
880;68866867
881;68863814
882;68863814
883;68861083
884;68856759
885;68853909
886;68852892
887;68852892
888;68852892
889;68849298
890;68849298
891;68849298
892;68847920
893;68847379
894;68846206
895;68842026
896;68836272
897;68834182
898;68831670
899;68830091
900;68829580
901;68829452
902;68829452
903;68829121
904;68829121
905;68826958
906;68825393
907;68822746
908;68820179
909;68820179
910;68819593
911;68815221
912;68810459
913;68808796
914;68806037
915;68806037
916;68797143
917;68795701
918;68795701
919;68795701
920;68795701
921;68795701
922;68795701
923;68795345
924;68795345
925;68790394
926;68788824
927;68788824
928;68787715
929;68787590
930;68787590
931;68787170
932;68781833
933;68779202
934;68774041
935;68773758
936;68773758
937;68772407
938;68772407
939;68768088
940;68768088
941;68764346
942;68764346
943;68762562
944;68762014
945;68762014
946;68759025
947;68758076
948;68758076
949;68745374
950;68740943
951;68740103
952;68739019
953;68739019
954;68739019
955;68737947
956;68735818
957;68735818
958;68729480
959;68729480
960;68729174
961;68729174
962;68729174
963;68726979
964;68722817
965;68722564
966;68722564
967;68722564
968;68721786
969;68721487
970;68721487
971;68721487
972;68719326
973;68719194
974;68719194
975;68719194
976;68719194
977;68719194
978;68718936
979;68718936
980;68718338
981;68717439
982;68716209
983;68712716
984;68707402
985;68696906
986;68695188
987;68687558
988;68687558
989;68686890
990;68685176
991;68681263
992;68680154
993;68678566
994;68678566
995;68677400
996;68674913
997;68674913
998;68674913
999;68674913
1000;68674482
1001;68673252
1002;68672848
1003;68672848
1004;68672848
1005;68672848
1006;68672848
1007;68672780
1008;68671625
1009;68670605
1010;68667580
1011;68667580
1012;68667580
1013;68667580
1014;68667580
1015;68667580
1016;68664794
1017;68664125
1018;68660276
1019;68660276
1020;68655884
1021;68652991
1022;68652991
1023;68650944
1024;68650734
1025;68649422
1026;68646248
1027;68646102
1028;68646102
1029;68645071
1030;68644553
1031;68638461
1032;68638461
1033;68638461
1034;68637391
1035;68637167
1036;68635974
1037;68634071
1038;68632985
1039;68632558
1040;68631851
1041;68627340
1042;68626352
1043;68624821
1044;68623057
1045;68620762
1046;68618836
1047;68617549
1048;68616842
1049;68615007
1050;68613807
1051;68609125
1052;68608774
1053;68604982
1054;68604270
1055;68604270
1056;68603460
1057;68602465
1058;68601502
1059;68601192
1060;68600838
1061;68598209
1062;68598209
1063;68597477
1064;68596770
1065;68596770
1066;68596770
1067;68596770
1068;68596770
1069;68594221
1070;68594221
1071;68593094
1072;68588624
1073;68588503
1074;68588503
1075;68588503
1076;68586833
1077;68585546
1078;68585546
1079;68585546
1080;68585546
1081;68585546
1082;68585546
1083;68585546
1084;68583940
1085;68583470
1086;68582703
1087;68582703
1088;68582703
1089;68582226
1090;68578854
1091;68578313
1092;68575185
1093;68574699
1094;68573412
1095;68573412
1096;68572869
1097;68566713
1098;68566407
1099;68564413
1100;68563329
1101;68563133
1102;68562572
1103;68556562
1104;68555407
1105;68551234
1106;68551234
1107;68543173
1108;68543077
1109;68539602
1110;68534402
1111;68533631
1112;68531000
1113;68530375
1114;68529120
1115;68529120
1116;68528748
1117;68523847
1118;68522898
1119;68520121
1120;68516653
1121;68516450
1122;68515487
1123;68514894
1124;68514289
1125;68513842
1126;68513251
1127;68509114
1128;68509057
1129;68508343
1130;68508051
1131;68502917
1132;68502917
1133;68502148
1134;68501719
1135;68499809
1136;68499606
1137;68499606
1138;68499606
1139;68496649
1140;68494908
1141;68494783
1142;68494153
1143;68492540
1144;68491709
1145;68490105
1146;68490105
1147;68486929
1148;68486879
1149;68484547
1150;68484547
1151;68479557
1152;68479557
1153;68479557
1154;68479386
1155;68479386
1156;68479386
1157;68479386
1158;68479386
1159;68479386
1160;68479386
1161;68479386
1162;68479386
1163;68475904
1164;68475904
1165;68475270
1166;68471674
1167;68471674
1168;68470729
1169;68470729
1170;68469328
1171;68469328
1172;68469328
1173;68466944
1174;68466944
1175;68463211
1176;68460165
1177;68455517
1178;68449069
1179;68446055
1180;68445462
1181;68440390
1182;68440390
1183;68440390
1184;68439477
1185;68438457
1186;68438457
1187;68438457
1188;68438457
1189;68438457
1190;68435468
1191;68434003
1192;68434003
1193;68434003
1194;68432205
1195;68430688
1196;68429807
1197;68429807
1198;68429807
1199;68429472
1200;68429472
1201;68429141
1202;68429134
1203;68429134
1204;68427304
1205;68427304
1206;68425602
1207;68425602
1208;68425602
1209;68425602
1210;68425602
1211;68425602
1212;68425602
1213;68425602
1214;68423188
1215;68419617
1216;68418369
1217;68416845
1218;68416845
1219;68416845
1220;68416845
1221;68414260
1222;68414260
1223;68413596
1224;68411385
1225;68408115
1226;68405756
1227;68403812
1228;68402653
1229;68401067
1230;68400129
1231;68393396
1232;68393318
1233;68393033
1234;68392159
1235;68391203
1236;68391203
1237;68391071
1238;68389896
1239;68386619
1240;68383509
1241;68382713
1242;68382713
1243;68382713
1244;68381052
1245;68381052
1246;68381052
1247;68378405
1248;68378405
1249;68377584
1250;68373358
1251;68373358
1252;68372441
1253;68372441
1254;68372441
1255;68371574
1256;68370390
1257;68370337
1258;68368699
1259;68364569
1260;68361352
1261;68361352
1262;68361320
1263;68360453
1264;68353583
1265;68352264
1266;68351657
1267;68350199
1268;68343525
1269;68343525
1270;68343525
1271;68343525
1272;68343525
1273;68341392
1274;68341392
1275;68341111
1276;68341093
1277;68340073
1278;68340034
1279;68337700
1280;68337700
1281;68337351
1282;68336954
1283;68335966
1284;68334241
1285;68333755
1286;68332774
1287;68332774
1288;68330403
1289;68330200
1290;68330200
1291;68330200
1292;68328199
1293;68328199
1294;68328199
1295;68327414
1296;68324489
1297;68324489
1298;68324489
1299;68324489
1300;68324489
1301;68324489
1302;68324489
1303;68324489
1304;68323818
1305;68323501
1306;68322919
1307;68322919
1308;68320156
1309;68320156
1310;68320156
1311;68319944
1312;68319944
1313;68319257
1314;68318874
1315;68318874
1316;68316916
1317;68315682
1318;68313699
1319;68311292
1320;68309925
1321;68308218
1322;68306249
1323;68305834
1324;68303281
1325;68301348
1326;68301348
1327;68301348
1328;68301184
1329;68300050
1330;68298553
1331;68295219
1332;68294455
1333;68294455
1334;68293517
1335;68291548
1336;68291007
1337;68284564
1338;68284564
1339;68283829
1340;68283829
1341;68283829
1342;68283829
1343;68283829
1344;68283252
1345;68283252
1346;68283252
1347;68279250
1348;68279040
1349;68279040
1350;68278771
1351;68276813
1352;68274043
1353;68271093
1354;68270924
1355;68269975
1356;68269288
1357;68269288
1358;68268955
1359;68268617
1360;68268617
1361;68267650
1362;68265172
1363;68264469
1364;68263666
1365;68263545
1366;68262500
1367;68260517
1368;68260353
1369;68257752
1370;68257752
1371;68255655
1372;68255655
1373;68252641
1374;68252239
1375;68249976
1376;68249976
1377;68248657
1378;68247092
1379;68243717
1380;68243158
1381;68242177
1382;68241075
1383;68240500
1384;68237689
1385;68236092
1386;68234981
1387;68232927
1388;68230207
1389;68226365
1390;68225352
1391;68225352
1392;68222947
1393;68220693
1394;68218639
1395;68214968
1396;68213528
1397;68212796
1398;68206925
1399;68204461
1400;68200420
1401;68199007
1402;68199007
1403;68196114
1404;68194106
1405;68192016
1406;68188295
1407;68186440
1408;68184973
1409;68183914
1410;68182431
1411;68178995
1412;68176916
1413;68174566
1414;68174566
1415;68171463
1416;68171463
1417;68171463
1418;68164846
1419;68164846
1420;68155950
1421;68155950
1422;68155950
1423;68153262
1424;68149328
1425;68149328
1426;68143802
1427;68137895
1428;68133651
1429;68127381
1430;68127381
1431;68126219
1432;68125576
1433;68125576
1434;68125576
1435;68124691
1436;68120159
1437;68120159
1438;68120159
1439;68115596
1440;68114697
1441;68108025
1442;68108025
1443;68106914
1444;68105965
1445;68104411
1446;68101988
1447;68100263
1448;68093737
1449;68093737
1450;68093737
1451;68088245
1452;68088245
1453;68088245
1454;68086109
1455;68085562
1456;68085562
1457;68085562
1458;68085562
1459;68085562
1460;68085224
1461;68085224
1462;68083369
1463;68081197
1464;68080063
1465;68080063
1466;68080063
1467;68071018
1468;68070293
1469;68067895
1470;68066715
1471;68061419
1472;68058063
1473;68058063
1474;68058063
1475;68058063
1476;68056062
1477;68055423
1478;68054595
1479;68052014
1480;68050732
1481;68050052
1482;68049705
1483;68046787
1484;68046787
1485;68046787
1486;68046787
1487;68045233
1488;68038089
1489;68037368
1490;68037368
1491;68034607
1492;68027363
1493;68027192
1494;68026076
1495;68022996
1496;68019053
1497;68018599
1498;68016146
1499;68016146
1500;68016146
1501;68012468
1502;68012468
1503;68012468
1504;68011537
1505;68010307
1506;68009899
1507;68009803
1508;68009803
1509;68005349
1510;68005349
1511;68003070
1512;68002755
1513;68001856
1514;68001856
1515;68001621
1516;68001023
1517;68001023
1518;67998759
1519;67995282
1520;67995282
1521;67992973
1522;67992884
1523;67992884
1524;67976232
1525;67976232
1526;67975696
1527;67974594
1528;67974594
1529;67974498
1530;67973720
1531;67973670
1532;67972497
1533;67972216
1534;67972077
1535;67969992
1536;67969992
1537;67969992
1538;67968730
1539;67965563
1540;67961853
1541;67960413
1542;67960160
1543;67956742
1544;67956742
1545;67956379
1546;67954855
1547;67954321
1548;67953372
1549;67951898
1550;67950458
1551;67950458
1552;67949737
1553;67947914
1554;67947298
1555;67947145
1556;67947145
1557;67947145
1558;67945023
1559;67941758
1560;67940880
1561;67939682
1562;67939611
1563;67939611
1564;67939209
1565;67939209
1566;67938406
1567;67937090
1568;67935602
1569;67935602
1570;67935602
1571;67935602
1572;67934219
1573;67933658
1574;67931689
1575;67928173
1576;67928013
1577;67926980
1578;67923589
1579;67919092
1580;67917629
1581;67916395
1582;67911715
1583;67910613
1584;67906796
1585;67906013
1586;67905662
1587;67904959
1588;67904083
1589;67904083
1590;67901977
1591;67901977
1592;67901482
1593;67901151
1594;67901048
1595;67899241
1596;67898221
1597;67898029
1598;67898029
1599;67898029
1600;67898029
1601;67890947
1602;67890947
1603;67890947
1604;67890598
1605;67888889
1606;67888330
1607;67885398
1608;67885398
1609;67884271
1610;67877743
1611;67877476
1612;67877234
1613;67875450
1614;67875450
1615;67875450
1616;67875361
1617;67875361
1618;67873780
1619;67872828
1620;67872447
1621;67868694
1622;67868413
1623;67868413
1624;67868413
1625;67868413
1626;67866768
1627;67862887
1628;67862887
1629;67862848
1630;67862848
1631;67862848
1632;67861536
1633;67861536
1634;67861319
1635;67861319
1636;67861319
1637;67860651
1638;67858369
1639;67855921
1640;67854641
1641;67854641
1642;67853742
1643;67853564
1644;67851855
1645;67846776
1646;67846776
1647;67846776
1648;67843958
1649;67840531
1650;67839899
1651;67834521
1652;67832958
1653;67830373
1654;67827270
1655;67824655
1656;67823902
1657;67823603
1658;67820888
1659;67820557
1660;67816929
1661;67815446
1662;67813947
1663;67813947
1664;67813947
1665;67813947
1666;67813445
1667;67813445
1668;67812140
1669;67810869
1670;67806479
1671;67802057
1672;67802057
1673;67800960
1674;67798840
1675;67791066
1676;67791066
1677;67791066
1678;67786959
1679;67786749
1680;67786749
1681;67786749
1682;67786749
1683;67786749
1684;67785978
1685;67780949
1686;67778827
1687;67778827
1688;67776438
1689;67775553
1690;67772596
1691;67772596
1692;67772596
1693;67770378
1694;67770321
1695;67768847
1696;67763832
1697;67763113
1698;67759549
1699;67759517
1700;67757936
1701;67757936
1702;67757936
1703;67756414
1704;67753717
1705;67752832
1706;67752024
1707;67747504
1708;67746384
1709;67743961
1710;67742980
1711;67740837
1712;67740837
1713;67738409
1714;67737086
1715;67737086
1716;67736753
1717;67736753
1718;67732872
1719;67730914
1720;67728692
1721;67728176
1722;67728176
1723;67728062
1724;67724733
1725;67722465
1726;67721541
1727;67721541
1728;67721153
1729;67721146
1730;67719832
1731;67716786
1732;67713231
1733;67713231
1734;67713231
1735;67713231
1736;67713231
1737;67713231
1738;67712453
1739;67710662
1740;67707919
1741;67707919
1742;67705462
1743;67705206
1744;67703803
1745;67703372
1746;67703098
1747;67700426
1748;67700426
1749;67700426
1750;67700337
1751;67699931
1752;67699931
1753;67698690
1754;67697485
1755;67697019
1756;67695281
1757;67695203
1758;67694966
1759;67693946
1760;67692495
1761;67691977
1762;67690868
1763;67686072
1764;67682145
1765;67678175
1766;67677454
1767;67676765
1768;67675236
1769;67675236
1770;67673566
1771;67672560
1772;67671540
1773;67670463
1774;67670463
1775;67667620
1776;67666657
1777;67666657
1778;67660704
1779;67657448
1780;67657035
1781;67657035
1782;67656848
1783;67656403
1784;67656385
1785;67655664
1786;67655493
1787;67652351
1788;67649597
1789;67649597
1790;67649597
1791;67648794
1792;67645588
1793;67644301
1794;67642460
1795;67642154
1796;67642154
1797;67639553
1798;67639553
1799;67638864
1800;67637901
1801;67634830
1802;67632968
1803;67632968
1804;67630472
1805;67630472
1806;67630472
1807;67630472
1808;67630038
1809;67629064
1810;67627711
1811;67624035
1812;67623773
1813;67621498
1814;67621498
1815;67620325
1816;67619892
1817;67619878
1818;67619878
1819;67613747
1820;67613291
1821;67613291
1822;67613291
1823;67611486
1824;67610861
1825;67610861
1826;67610861
1827;67602487
1828;67602487
1829;67601314
1830;67597823
1831;67597823
1832;67597175
1833;67597175
1834;67597054
1835;67596066
1836;67596066
1837;67596066
1838;67596034
1839;67595893
1840;67595893
1841;67594841
1842;67592324
1843;67591667
1844;67586684
1845;67584644
1846;67582344
1847;67582262
1848;67582262
1849;67582262
1850;67582091
1851;67581349
1852;67581317
1853;67580471
1854;67579330
1855;67578431
1856;67567716
1857;67565715
1858;67565715
1859;67564848
1860;67564848
1861;67564848
1862;67564848
1863;67564848
1864;67563625
1865;67562982
1866;67560860
1867;67560860
1868;67559573
1869;67559573
1870;67557120
1871;67556495
1872;67556495
1873;67555219
1874;67553951
1875;67551530
1876;67550446
1877;67549636
1878;67547090
1879;67546939
1880;67541828
1881;67540690
1882;67540690
1883;67539962
1884;67539962
1885;67538433
1886;67537203
1887;67536539
1888;67535280
1889;67533094
1890;67532238
1891;67527910
1892;67527433
1893;67523118
1894;67523118
1895;67522169
1896;67522169
1897;67522169
1898;67522169
1899;67522169
1900;67522169
1901;67522144
1902;67520378
1903;67520378
1904;67520378
1905;67520378
1906;67520378
1907;67519123
1908;67519027
1909;67515370
1910;67513540
1911;67513540
1912;67511393
1913;67511393
1914;67511393
1915;67507676
1916;67507637
1917;67507605
1918;67503464
1919;67503464
1920;67503464
1921;67502120
1922;67498202
1923;67497584
1924;67489527
1925;67480631
1926;67480631
1927;67478160
1928;67477197
1929;67472606
1930;67472606
1931;67472606
1932;67470459
1933;67468312
1934;67467071
1935;67467071
1936;67466119
1937;67464342
1938;67461944
1939;67460027
1940;67456915
1941;67456363
1942;67456363
1943;67456363
1944;67456363
1945;67454800
1946;67454800
1947;67448313
1948;67448256
1949;67446077
1950;67445776
1951;67442641
1952;67439556
1953;67439271
1954;67434235
1955;67432729
1956;67429003
1957;67425994
1958;67424650
1959;67424230
1960;67423712
1961;67423712
1962;67422076
1963;67422076
1964;67422076
1965;67422076
1966;67421348
1967;67419742
1968;67416486
1969;67412139
1970;67412139
1971;67412121
1972;67411667
1973;67409050
1974;67408144
1975;67407786
1976;67405828
1977;67403357
1978;67402230
1979;67402045
1980;67402045
1981;67402045
1982;67401139
1983;67398942
1984;67398942
1985;67396382
1986;67395857
1987;67393660
1988;67393660
1989;67392245
1990;67392245
1991;67392081
1992;67392081
1993;67392081
1994;67392081
1995;67386324
1996;67385005
1997;67376675
1998;67368301
1999;67366695
2000;67355371
2001;67355243
2002;67353986
2003;67352140
2004;67352140
2005;67352140
2006;67352140
2007;67352140
2008;67352140
2009;67351693
2010;67351615
2011;67351558
2012;67351558
2013;67348487
2014;67347855
2015;67347855
2016;67340750
2017;67337081
2018;67337081
2019;67334530
2020;67329056
2021;67327169
2022;67326619
2023;67326619
2024;67326619
2025;67323808
2026;67323808
2027;67323808
2028;67323808
2029;67323808
2030;67322542
2031;67320527
2032;67316525
2033;67316379
2034;67316379
2035;67316379
2036;67315206
2037;67315206
2038;67315124
2039;67314111
2040;67314111
2041;67312950
2042;67312950
2043;67312950
2044;67312950
2045;67312950
2046;67312950
2047;67312014
2048;67311535
2049;67311535
2050;67311535
2051;67311325
2052;67306591
2053;67306538
2054;67306342
2055;67306342
2056;67306342
2057;67306342
2058;67303969
2059;67301879
2060;67301231
2061;67301231
2062;67300599
2063;67300396
2064;67299638
2065;67299638
2066;67298721
2067;67298721
2068;67298244
2069;67297982
2070;67296909
2071;67296108
2072;67296108
2073;67296108
2074;67294648
2075;67294573
2076;67290596
2077;67289786
2078;67289786
2079;67288175
2080;67286943
2081;67284159
2082;67283114
2083;67283114
2084;67282820
2085;67279692
2086;67279692
2087;67279692
2088;67279692
2089;67276995
2090;67275313
2091;67274510
2092;67274478
2093;67273757
2094;67273757
2095;67273757
2096;67273757
2097;67273757
2098;67273757
2099;67273757
2100;67273757
2101;67273757
2102;67271457
2103;67270711
2104;67267195
2105;67267067
2106;67267028
2107;67264683
2108;67259654
2109;67258011
2110;67258011
2111;67255976
2112;67255976
2113;67247075
2114;67246258
2115;67246258
2116;67244392
2117;67243333
2118;67243333
2119;67243333
2120;67241909
2121;67241909
2122;67240942
2123;67240789
2124;67237394
2125;67237394
2126;67234658
2127;67232333
2128;67232333
2129;67232333
2130;67232333
2131;67232155
2132;67232155
2133;67230236
2134;67230236
2135;67228961
2136;67228961
