Id_ASMR;CodeCIS
2137;67228541
2138;67228541
2139;67228541
2140;67225538
2141;67225100
2142;67219535
2143;67219535
2144;67219535
2145;67219072
2146;67219072
2147;67218807
2148;67218369
2149;67218369
2150;67216628
2151;67216133
2152;67216133
2153;67215736
2154;67215736
2155;67215259
2156;67209270
2157;67208154
2158;67208154
2159;67208154
2160;67208154
2161;67207102
2162;67203730
2163;67200232
2164;67200232
2165;67198450
2166;67196823
2167;67196556
2168;67194854
2169;67189273
2170;67189273
2171;67189273
2172;67189273
2173;67189273
2174;67189273
2175;67185951
2176;67185182
2177;67185182
2178;67185086
2179;67183929
2180;67183480
2181;67182916
2182;67182916
2183;67181796
2184;67181796
2185;67181796
2186;67180242
2187;67180242
2188;67180032
2189;67180032
2190;67178992
2191;67177933
2192;67177837
2193;67177709
2194;67173618
2195;67169242
2196;67167017
2197;67167017
2198;67165233
2199;67164882
2200;67164882
2201;67163428
2202;67160948
2203;67160948
2204;67160229
2205;67160229
2206;67158000
2207;67158000
2208;67158000
2209;67154532
2210;67154354
2211;67148878
2212;67148682
2213;67148401
2214;67147922
2215;67146044
2216;67145106
2217;67144513
2218;67143532
2219;67143532
2220;67143532
2221;67143411
2222;67143411
2223;67140059
2224;67138300
2225;67136790
2226;67136573
2227;67134227
2228;67134227
2229;67134227
2230;67134227
2231;67133883
2232;67133883
2233;67133883
2234;67132571
2235;67129778
2236;67129778
2237;67129778
2238;67129301
2239;67128815
2240;67128815
2241;67128815
2242;67128815
2243;67128726
2244;67128726
2245;67127720
2246;67127720
2247;67126682
2248;67126682
2249;67124076
2250;67123622
2251;67123622
2252;67123316
2253;67122869
2254;67122869
2255;67122310
2256;67122310
2257;67122310
2258;67122310
2259;67122310
2260;67121475
2261;67121475
2262;67121308
2263;67121308
2264;67119741
2265;67119741
2266;67119741
2267;67119549
2268;67118995
2269;67117128
2270;67114096
2271;67114096
2272;67113350
2273;67113350
2274;67113350
2275;67104999
2276;67104351
2277;67103203
2278;67101782
2279;67101782
2280;67101782
2281;67100189
2282;67100036
2283;67098464
2284;67097412
2285;67097355
2286;67096189
2287;67096189
2288;67095030
2289;67084265
2290;67082976
2291;67082734
2292;67080391
2293;67080249
2294;67080249
2295;67079617
2296;67079617
2297;67079617
2298;67079617
2299;67078561
2300;67071218
2301;67071218
2302;67071218
2303;67071218
2304;67071218
2305;67071218
2306;67071218
2307;67071047
2308;67071047
2309;67070657
2310;67070657
2311;67070657
2312;67065507
2313;67064070
2314;67062977
2315;67061971
2316;67060271
2317;67060271
2318;67059059
2319;67057492
2320;67055858
2321;67050131
2322;67044235
2323;67044107
2324;67042907
2325;67042907
2326;67042907
2327;67042907
2328;67040450
2329;67040450
2330;67039099
2331;67037301
2332;67037301
2333;67037301
2334;67037301
2335;67037109
2336;67037109
2337;67037109
2338;67037109
2339;67037109
2340;67029888
2341;67029888
2342;67027428
2343;67023718
2344;67022413
2345;67022406
2346;67020451
2347;67017786
2348;67017786
2349;67016061
2350;67015899
2351;67015785
2352;67013599
2353;67010731
2354;67009330
2355;67008036
2356;67008036
2357;67004301
2358;67003879
2359;67003701
2360;67003384
2361;67000580
2362;66998037
2363;66998037
2364;66996659
2365;66996659
2366;66996310
2367;66990599
2368;66989351
2369;66988648
2370;66988648
2371;66987884
2372;66987336
2373;66987336
2374;66987140
2375;66987140
2376;66987140
2377;66987140
2378;66987140
2379;66983665
2380;66981276
2381;66976254
2382;66975533
2383;66975533
2384;66975533
2385;66972245
2386;66971079
2387;66967127
2388;66966299
2389;66966299
2390;66964024
2391;66962272
2392;66958808
2393;66958808
2394;66958808
2395;66958808
2396;66958014
2397;66956796
2398;66954464
2399;66954464
2400;66953992
2401;66951589
2402;66950291
2403;66950291
2404;66950291
2405;66949061
2406;66949061
2407;66942362
2408;66940571
2409;66940571
2410;66937792
2411;66937155
2412;66937155
2413;66937155
2414;66937155
2415;66932795
2416;66929906
2417;66929607
2418;66928996
2419;66928996
2420;66928996
2421;66927104
2422;66925605
2423;66923928
2424;66922406
2425;66921973
2426;66921927
2427;66916798
2428;66916232
2429;66915066
2430;66915066
2431;66914174
2432;66914174
2433;66914174
2434;66914174
2435;66907589
2436;66907589
2437;66906448
2438;66905809
2439;66903345
2440;66902357
2441;66902357
2442;66900267
2443;66898948
2444;66895425
2445;66885235
2446;66883241
2447;66883241
2448;66881233
2449;66881233
2450;66880925
2451;66880925
2452;66875942
2453;66873973
2454;66870468
2455;66869238
2456;66866548
2457;66864636
2458;66863107
2459;66862731
2460;66862731
2461;66862731
2462;66862731
2463;66862610
2464;66862610
2465;66859849
2466;66856874
2467;66855936
2468;66855092
2469;66855092
2470;66852477
2471;66851902
2472;66851724
2473;66848831
2474;66848831
2475;66848831
2476;66848831
2477;66848183
2478;66848183
2479;66848183
2480;66846645
2481;66846645
2482;66845664
2483;66844562
2484;66844441
2485;66843357
2486;66843357
2487;66843357
2488;66843357
2489;66843357
2490;66842675
2491;66842127
2492;66840005
2493;66838901
2494;66837710
2495;66835937
2496;66835937
2497;66835937
2498;66835563
2499;66833683
2500;66833683
2501;66833683
2502;66832994
2503;66831230
2504;66830922
2505;66829820
2506;66829788
2507;66826710
2508;66824150
2509;66824150
2510;66822683
2511;66820967
2512;66820764
2513;66819566
2514;66817088
2515;66815596
2516;66813969
2517;66813969
2518;66810994
2519;66809426
2520;66809426
2521;66807418
2522;66807418
2523;66807418
2524;66800719
2525;66800338
2526;66797543
2527;66796758
2528;66793356
2529;66791654
2530;66791654
2531;66791654
2532;66791654
2533;66791654
2534;66790602
2535;66790602
2536;66788583
2537;66786187
2538;66786187
2539;66786187
2540;66786187
2541;66786187
2542;66785854
2543;66782833
2544;66782833
2545;66782833
2546;66777971
2547;66777537
2548;66777359
2549;66775194
2550;66774427
2551;66769608
2552;66769558
2553;66768812
2554;66767781
2555;66752509
2556;66751738
2557;66749096
2558;66746278
2559;66746278
2560;66745660
2561;66745660
2562;66745660
2563;66743830
2564;66743143
2565;66739091
2566;66737795
2567;66737158
2568;66736095
2569;66735584
2570;66731714
2571;66730861
2572;66730861
2573;66729161
2574;66728771
2575;66727840
2576;66727840
2577;66727840
2578;66719612
2579;66719039
2580;66717579
2581;66716961
2582;66716833
2583;66711989
2584;66711708
2585;66710887
2586;66710887
2587;66710887
2588;66707204
2589;66706942
2590;66705776
2591;66702538
2592;66702538
2593;66702538
2594;66701952
2595;66701952
2596;66701315
2597;66701315
2598;66701315
2599;66700359
2600;66698997
2601;66694949
2602;66694664
2603;66694372
2604;66693676
2605;66693676
2606;66693128
2607;66693128
2608;66692236
2609;66691860
2610;66688750
2611;66688750
2612;66688750
2613;66688750
2614;66686913
2615;66684652
2616;66684652
2617;66684652
2618;66684652
2619;66684652
2620;66684652
2621;66683568
2622;66682612
2623;66681599
2624;66681574
2625;66674494
2626;66673182
2627;66671854
2628;66671854
2629;66671459
2630;66671295
2631;66664532
2632;66663761
2633;66663448
2634;66663131
2635;66662951
2636;66662951
2637;66662951
2638;66661714
2639;66661714
2640;66661714
2641;66661714
2642;66661714
2643;66661454
2644;66661454
2645;66660758
2646;66660758
2647;66660014
2648;66652658
2649;66648962
2650;66645425
2651;66645400
2652;66645400
2653;66643680
2654;66643449
2655;66642781
2656;66638135
2657;66631817
2658;66628995
2659;66628187
2660;66623496
2661;66617988
2662;66617988
2663;66617123
2664;66615713
2665;66614262
2666;66613840
2667;66613769
2668;66613769
2669;66613769
2670;66613769
2671;66613769
2672;66613769
2673;66612044
2674;66612012
2675;66612012
2676;66610933
2677;66610933
2678;66607321
2679;66607321
2680;66607321
2681;66604802
2682;66602114
2683;66602114
2684;66602114
2685;66602114
2686;66602114
2687;66599764
2688;66599198
2689;66597770
2690;66595716
2691;66595716
2692;66595716
2693;66595716
2694;66595463
2695;66594817
2696;66592983
2697;66592969
2698;66589688
2699;66586838
2700;66585953
2701;66584709
2702;66584709
2703;66581684
2704;66580529
2705;66580529
2706;66579174
2707;66579174
2708;66579174
2709;66567236
2710;66567115
2711;66565153
2712;66562748
2713;66556019
2714;66553998
2715;66553998
2716;66553941
2717;66550571
2718;66547625
2719;66545186
2720;66545186
2721;66543281
2722;66543281
2723;66539322
2724;66537912
2725;66537773
2726;66534880
2727;66534880
2728;66534880
2729;66534581
2730;66533294
2731;66532840
2732;66532840
2733;66532840
2734;66532840
2735;66532840
2736;66532840
2737;66532840
2738;66531838
2739;66531208
2740;66527665
2741;66525842
2742;66525842
2743;66520037
2744;66520037
2745;66520037
2746;66518292
2747;66518292
2748;66516971
2749;66513085
2750;66511369
2751;66510865
2752;66510210
2753;66508896
2754;66504830
2755;66502733
2756;66499899
2757;66499002
2758;66498605
2759;66498352
2760;66497617
2761;66496173
2762;66495139
2763;66495139
2764;66490117
2765;66489175
2766;66489175
2767;66485102
2768;66485102
2769;66485102
2770;66482622
2771;66482622
2772;66481292
2773;66481292
2774;66481292
2775;66481278
2776;66480639
2777;66477066
2778;66475161
2779;66475001
2780;66464019
2781;66464019
2782;66462922
2783;66460565
2784;66460565
2785;66460565
2786;66460565
2787;66460565
2788;66441419
2789;66441419
2790;66440064
2791;66439005
2792;66430942
2793;66430312
2794;66429235
2795;66429235
2796;66429235
2797;66429153
2798;66428489
2799;66426577
2800;66426100
2801;66425767
2802;66425767
2803;66425767
2804;66425614
2805;66425614
2806;66425614
2807;66425614
2808;66424715
2809;66424640
2810;66424640
2811;66422290
2812;66422290
2813;66421480
2814;66421480
2815;66421434
2816;66418655
2817;66418655
2818;66418655
2819;66417119
2820;66413409
2821;66413409
2822;66413195
2823;66412702
2824;66409802
2825;66409802
2826;66406208
2827;66403621
2828;66403621
2829;66403621
2830;66400810
2831;66400810
2832;66400785
2833;66398576
2834;66398576
2835;66395950
2836;66394873
2837;66393935
2838;66393935
2839;66393935
2840;66393935
2841;66393935
2842;66393084
2843;66393084
2844;66393084
2845;66390775
2846;66390405
2847;66390405
2848;66384911
2849;66384249
2850;66384181
2851;66383994
2852;66379227
2853;66379120
2854;66378381
2855;66378207
2856;66378207
2857;66376626
2858;66376626
2859;66370712
2860;66370559
2861;66370559
2862;66368889
2863;66368889
2864;66368444
2865;66368444
2866;66368444
2867;66367812
2868;66367812
2869;66367812
2870;66367812
2871;66367812
2872;66367812
2873;66367812
2874;66367812
2875;66367812
2876;66367812
2877;66367812
2878;66367812
2879;66367812
2880;66367812
2881;66367812
2882;66367812
2883;66367100
2884;66357483
2885;66352529
2886;66352155
2887;66352155
2888;66351548
2889;66351548
2890;66349230
2891;66349230
2892;66349230
2893;66346693
2894;66346693
2895;66343989
2896;66341408
2897;66339492
2898;66335558
2899;66335558
2900;66335558
2901;66335558
2902;66335088
2903;66332081
2904;66332081
2905;66332028
2906;66330568
2907;66330568
2908;66330568
2909;66330568
2910;66330568
2911;66330568
2912;66330098
2913;66329427
2914;66328396
2915;66328396
2916;66325425
2917;66325311
2918;66325311
2919;66325208
2920;66320218
2921;66320218
2922;66320218
2923;66317916
2924;66317916
2925;66317108
2926;66316458
2927;66313063
2928;66313063
2929;66312310
2930;66311429
2931;66311151
2932;66311151
2933;66311151
2934;66311112
2935;66302387
2936;66302387
2937;66302387
2938;66296411
2939;66294200
2940;66294104
2941;66294093
2942;66290522
2943;66290522
2944;66287654
2945;66287152
2946;66287152
2947;66287152
2948;66285411
2949;66285411
2950;66285258
2951;66285258
2952;66282454
2953;66281427
2954;66280072
2955;66279248
2956;66279248
2957;66273170
2958;66273170
2959;66273170
2960;66273170
2961;66271123
2962;66271123
2963;66269026
2964;66268312
2965;66268312
2966;66268255
2967;66266717
2968;66263258
2969;66263258
2970;66263258
2971;66263176
2972;66263176
2973;66261727
2974;66261727
2975;66261727
2976;66260582
2977;66259498
2978;66259498
2979;66259498
2980;66257643
2981;66256064
2982;66256064
2983;66254857
2984;66254857
2985;66253794
2986;66248181
2987;66245331
2988;66242591
2989;66242506
2990;66231933
2991;66228022
2992;66226772
2993;66223317
2994;66221750
2995;66221405
2996;66213077
2997;66213077
2998;66210572
2999;66209851
3000;66209851
3001;66207074
3002;66206474
3003;66204797
3004;66203859
3005;66198173
3006;66197833
3007;66197833
3008;66196012
3009;66196012
3010;66192829
3011;66186993
3012;66186993
3013;66185425
3014;66182379
3015;66180816
3016;66180136
3017;66180136
3018;66180136
3019;66180136
3020;66170398
3021;66170398
3022;66170398
3023;66170398
3024;66170398
3025;66170398
3026;66166446
3027;66166439
3028;66161755
3029;66159149
3030;66157358
3031;66155738
3032;66154789
3033;66152400
3034;66152222
3035;66152197
3036;66152197
3037;66151519
3038;66151519
3039;66150577
3040;66150577
3041;66150367
3042;66150367
3043;66150367
3044;66150367
3045;66148284
3046;66148284
3047;66142235
3048;66142228
3049;66141973
3050;66141973
3051;66137416
3052;66136969
3053;66128488
3054;66127361
3055;66127361
3056;66127361
3057;66125702
3058;66125677
3059;66121209
3060;66121209
3061;66118412
3062;66118412
3063;66118412
3064;66118412
3065;66114645
3066;66112441
3067;66110981
3068;66110038
3069;66106520
3070;66105991
3071;66105571
3072;66105532
3073;66105532
3074;66104277
3075;66104277
3076;66104277
3077;66102792
3078;66099467
3079;66092914
3080;66089989
3081;66086562
3082;66086562
3083;66086562
3084;66083840
3085;66082724
3086;66081063
3087;66081056
3088;66078868
3089;66071126
3090;66071126
3091;66071126
3092;66066271
3093;66066271
3094;66066271
3095;66063916
3096;66061299
3097;66061299
3098;66057945
3099;66057023
3100;66056836
3101;66056341
3102;66056341
3103;66055652
3104;66055182
3105;66053847
3106;66052179
3107;66051440
3108;66050160
3109;66048871
3110;66048871
3111;66048871
3112;66048871
3113;66048056
3114;66048056
3115;66047342
3116;66041282
3117;66037572
3118;66037572
3119;66036869
3120;66036869
3121;66035518
3122;66034512
3123;66034512
3124;66032721
3125;66032721
3126;66025367
3127;66012964
3128;66010671
3129;66010671
3130;66010671
3131;66010671
3132;66009893
3133;66009498
3134;66009288
3135;66009288
3136;66007981
3137;66004227
3138;66004031
3139;66003374
3140;66002781
3141;66001373
3142;65992519
3143;65991171
3144;65990436
3145;65988104
3146;65987568
3147;65987486
3148;65986587
3149;65984038
3150;65982247
3151;65979183
3152;65979151
3153;65979151
3154;65979151
3155;65979151
3156;65969730
3157;65969730
3158;65969730
3159;65966905
3160;65964950
3161;65964950
3162;65963453
3163;65959832
3164;65956487
3165;65953669
3166;65953612
3167;65953612
3168;65953509
3169;65953509
3170;65953509
3171;65953509
3172;65953509
3173;65950491
3174;65948960
3175;65948519
3176;65946443
3177;65945882
3178;65945882
3179;65945882
3180;65945665
3181;65942854
3182;65942854
3183;65942854
3184;65942815
3185;65942815
3186;65942427
3187;65942167
3188;65940166
3189;65938724
3190;65938521
3191;65937825
3192;65937298
3193;65936214
3194;65934042
3195;65933346
3196;65933346
3197;65931808
3198;65931808
3199;65931110
3200;65931110
3201;65931110
3202;65928057
3203;65928057
3204;65927172
3205;65926444
3206;65926259
3207;65925723
3208;65925659
3209;65922570
3210;65919752
3211;65919229
3212;65918903
3213;65918903
3214;65918903
3215;65918860
3216;65917662
3217;65917662
3218;65917420
3219;65917317
3220;65916489
3221;65916489
3222;65916489
3223;65915316
3224;65915266
3225;65913639
3226;65913265
3227;65911524
3228;65910283
3229;65905051
3230;65903335
3231;65899602
3232;65898774
3233;65894174
3234;65893318
3235;65893318
3236;65893318
3237;65887105
3238;65884828
3239;65884187
3240;65884187
3241;65883904
3242;65883904
3243;65881230
3244;65881006
3245;65878914
3246;65878330
3247;65870700
3248;65869160
3249;65869160
3250;65864619
3251;65864619
3252;65860364
3253;65855463
3254;65854190
3255;65853829
3256;65853117
3257;65852428
3258;65852428
3259;65852428
3260;65851721
3261;65850594
3262;65849001
3263;65849001
3264;65847210
3265;65846731
3266;65845654
3267;65841474
3268;65841346
3269;65841346
3270;65841346
3271;65841346
3272;65841346
3273;65839815
3274;65839815
3275;65837903
3276;65835628
3277;65835628
3278;65834394
3279;65826650
3280;65822577
3281;65822036
3282;65821685
3283;65821685
3284;65821685
3285;65820786
3286;65820373
3287;65812177
3288;65812106
3289;65810824
3290;65808531
3291;65808531
3292;65808346
3293;65806466
3294;65804084
3295;65802140
3296;65795991
3297;65795991
3298;65795468
3299;65793983
3300;65789903
3301;65788541
3302;65787998
3303;65787998
3304;65787998
3305;65787496
3306;65787496
3307;65786896
3308;65786896
3309;65786896
3310;65786896
3311;65786896
3312;65786896
3313;65786896
3314;65786526
3315;65782684
3316;65781600
3317;65777819
3318;65773258
3319;65772900
3320;65768503
3321;65768503
3322;65768058
3323;65768058
3324;65766872
3325;65766192
3326;65766192
3327;65765546
3328;65765012
3329;65763132
3330;65763132
3331;65760638
3332;65754838
3333;65751500
3334;65745700
3335;65745006
3336;65742661
3337;65741417
3338;65741417
3339;65740589
3340;65740030
3341;65738047
3342;65738008
3343;65735898
3344;65735898
3345;65734013
3346;65728537
3347;65727595
3348;65727442
3349;65726536
3350;65725263
3351;65722331
3352;65716360
3353;65713510
3354;65713510
3355;65711858
3356;65710304
3357;65708972
3358;65708762
3359;65706793
3360;65706793
3361;65706277
3362;65701216
3363;65700541
3364;65700541
3365;65697814
3366;65693901
3367;65693901
3368;65690588
3369;65690588
3370;65689080
3371;65687841
3372;65681906
3373;65681906
3374;65681906
3375;65681906
3376;65681016
3377;65679296
3378;65677548
3379;65677167
3380;65676453
3381;65675287
3382;65675287
3383;65675287
3384;65675287
3385;65673795
3386;65672615
3387;65670009
3388;65667034
3389;65667034
3390;65667034
3391;65666808
3392;65666007
3393;65665713
3394;65662126
3395;65659614
3396;65658804
3397;65657976
3398;65656881
3399;65653312
3400;65652406
3401;65651521
3402;65650469
3403;65649698
3404;65649004
3405;65647882
3406;65647882
3407;65647882
3408;65647882
3409;65646848
3410;65646086
3411;65646086
3412;65644772
3413;65643371
3414;65643325
3415;65643325
3416;65643325
3417;65643325
3418;65643325
3419;65643325
3420;65639871
3421;65638805
3422;65637856
3423;65637856
3424;65636245
3425;65635346
3426;65634493
3427;65633046
3428;65632154
3429;65629845
3430;65624481
3431;65624481
3432;65621955
3433;65621001
3434;65621001
3435;65620419
3436;65619580
3437;65619580
3438;65619363
3439;65618140
3440;65618140
3441;65617953
3442;65612995
3443;65612995
3444;65612995
3445;65609611
3446;65609084
3447;65609052
3448;65609052
3449;65609052
3450;65609052
3451;65608566
3452;65608559
3453;65604087
3454;65604087
3455;65604087
3456;65602428
3457;65602428
3458;65602428
3459;65602428
3460;65602428
3461;65600733
3462;65600733
3463;65600733
3464;65599882
3465;65599882
3466;65599882
3467;65599067
3468;65598392
3469;65598079
3470;65598079
3471;65597714
3472;65593872
3473;65592934
3474;65592934
3475;65592934
3476;65587816
3477;65587816
3478;65587061
3479;65586187
3480;65586187
3481;65586187
3482;65586187
3483;65586187
3484;65586162
3485;65584250
3486;65584250
3487;65584058
3488;65580825
3489;65580825
3490;65579303
3491;65574434
3492;65574434
3493;65573834
3494;65572885
3495;65572885
3496;65571737
3497;65570749
3498;65570603
3499;65570603
3500;65570603
3501;65569259
3502;65566302
3503;65563861
3504;65558259
3505;65556144
3506;65554816
3507;65554613
3508;65554531
3509;65547106
3510;65547106
3511;65547063
3512;65546730
3513;65540866
3514;65540407
3515;65539020
3516;65538840
3517;65538840
3518;65538032
3519;65534009
3520;65534009
3521;65531319
3522;65528593
3523;65528305
3524;65527071
3525;65525298
3526;65525152
3527;65525113
3528;65522918
3529;65521773
3530;65521079
3531;65521079
3532;65521079
3533;65519142
3534;65515005
3535;65515005
3536;65513552
3537;65512525
3538;65512525
3539;65512525
3540;65512525
3541;65512240
3542;65510809
3543;65505630
3544;65503782
3545;65503782
3546;65503782
3547;65502207
3548;65502207
3549;65496626
3550;65492097
3551;65492097
3552;65490897
3553;65490018
3554;65490000
3555;65489051
3556;65488729
3557;65487851
3558;65487723
3559;65485245
3560;65484467
3561;65484410
3562;65484054
3563;65484054
3564;65481446
3565;65477405
3566;65476933
3567;65471263
3568;65471110
3569;65466309
3570;65466309
3571;65465495
3572;65465495
3573;65459503
3574;65459503
3575;65459503
3576;65453475
3577;65453475
3578;65453411
3579;65449516
3580;65449516
3581;65449516
3582;65449480
3583;65448656
3584;65443214
3585;65443214
3586;65441971
3587;65441971
3588;65441786
3589;65441590
3590;65441590
3591;65436472
3592;65436472
3593;65436166
3594;65432869
3595;65430708
3596;65430708
3597;65430708
3598;65430708
3599;65428529
3600;65427676
3601;65425561
3602;65424833
3603;65424751
3604;65424751
3605;65424751
3606;65424737
3607;65423329
3608;65421851
3609;65421470
3610;65421470
3611;65421189
3612;65417881
3613;65417881
3614;65415275
3615;65411280
3616;65411280
3617;65410278
3618;65410260
3619;65409532
3620;65409532
3621;65408925
3622;65408779
3623;65408195
3624;65408195
3625;65407798
3626;65407232
3627;65407232
3628;65401119
3629;65396526
3630;65396526
3631;65395919
3632;65395602
3633;65395036
3634;65394660
3635;65394660
3636;65394112
3637;65391276
3638;65391276
3639;65388426
3640;65387858
3641;65381200
3642;65379402
3643;65379402
3644;65379402
3645;65378453
3646;65376705
3647;65375101
3648;65373851
3649;65372571
3650;65370563
3651;65369582
3652;65369326
3653;65369123
3654;65358970
3655;65358251
3656;65355807
3657;65355789
3658;65355771
3659;65350781
3660;65348481
3661;65348481
3662;65348481
3663;65348481
3664;65348481
3665;65348481
3666;65348481
3667;65348481
3668;65348481
3669;65348481
3670;65348481
3671;65348481
3672;65347326
3673;65347326
3674;65347326
3675;65346733
3676;65344586
3677;65344586
3678;65344586
3679;65344586
3680;65344586
3681;65344586
3682;65343573
3683;65340755
3684;65340100
3685;65338359
3686;65328888
3687;65325739
3688;65325739
3689;65325739
3690;65324797
3691;65324007
3692;65323371
3693;65323371
3694;65321356
3695;65319985
3696;65319049
3697;65317895
3698;65316156
3699;65315798
3700;65315798
3701;65315798
3702;65314657
3703;65313021
3704;65311668
3705;65311668
3706;65304816
3707;65304442
3708;65301827
3709;65301389
3710;65296084
3711;65296084
3712;65296020
3713;65294763
3714;65291824
3715;65291824
3716;65291824
3717;65291824
3718;65287548
3719;65286898
3720;65286898
3721;65286898
3722;65286898
3723;65283877
3724;65283820
3725;65283820
3726;65283820
3727;65283820
3728;65283820
3729;65283311
3730;65283311
3731;65283311
3732;65283311
3733;65283311
3734;65283311
3735;65275357
3736;65275325
3737;65275325
3738;65273274
3739;65270506
3740;65270506
3741;65264460
3742;65261375
3743;65261329
3744;65261329
3745;65258151
3746;65256983
3747;65256093
3748;65256093
3749;65249362
3750;65249056
3751;65249056
3752;65249056
3753;65247870
3754;65247735
3755;65244963
3756;65243459
3757;65243459
3758;65243459
3759;65236258
3760;65233689
3761;65231841
3762;65226456
3763;65226456
3764;65226456
3765;65224035
3766;65220720
3767;65220720
3768;65220720
3769;65220414
3770;65220275
3771;65220275
3772;65217119
3773;65216768
3774;65215068
3775;65214977
3776;65213010
3777;65212403
3778;65212047
3779;65210377
3780;65210377
3781;65207541
3782;65203952
3783;65203016
3784;65202423
3785;65201385
3786;65198590
3787;65198099
3788;65198099
3789;65198099
3790;65198099
3791;65198099
3792;65196244
3793;65195181
3794;65194581
3795;65194528
3796;65190921
3797;65187882
3798;65186339
3799;65185956
3800;65185956
3801;65185059
3802;65179437
3803;65172663
3804;65169457
3805;65167545
3806;65167068
3807;65166404
3808;65166404
3809;65164182
3810;65164182
3811;65164182
3812;65164104
3813;65158667
3814;65156805
3815;65155767
3816;65154747
3817;65154252
3818;65148146
3819;65143010
3820;65143010
3821;65143010
3822;65142848
3823;65142848
3824;65140320
3825;65135647
3826;65135647
3827;65135355
3828;65133315
3829;65133315
3830;65132156
3831;65129174
3832;65129174
3833;65129174
3834;65126598
3835;65125261
3836;65122219
3837;65122144
3838;65122144
3839;65120677
3840;65118181
3841;65117396
3842;65115915
3843;65115915
3844;65115915
3845;65115915
3846;65115915
3847;65115071
3848;65111532
3849;65109937
3850;65107402
3851;65106581
3852;65106581
3853;65104751
3854;65104751
3855;65102533
3856;65100781
3857;65100183
3858;65100183
3859;65100183
3860;65100183
3861;65100183
3862;65100183
3863;65096621
3864;65091211
3865;65086919
3866;65086919
3867;65086755
3868;65085849
3869;65084900
3870;65084430
3871;65083079
3872;65083079
3873;65083079
3874;65082408
3875;65082408
3876;65082080
3877;65080300
3878;65079764
3879;65079682
3880;65079682
3881;65079312
3882;65077051
3883;65071397
3884;65066667
3885;65066667
3886;65066667
3887;65065736
3888;65065017
3889;65063557
3890;65063557
3891;65061182
3892;65058186
3893;65057814
3894;65054729
3895;65054273
3896;65053285
3897;65047243
3898;65045274
3899;65044350
3900;65043939
3901;65043451
3902;65042125
3903;65041945
3904;65039855
3905;65039855
3906;65037644
3907;65037644
3908;65037007
3909;65036909
3910;65036318
3911;65036318
3912;65036318
3913;65036318
3914;65036318
3915;65036318
3916;65033286
3917;65028549
3918;65027575
3919;65027575
3920;65025282
3921;65025026
3922;65024515
3923;65023242
3924;65023242
3925;65022418
3926;65021832
3927;65019977
3928;65017887
3929;65017887
3930;65014581
3931;65010266
3932;65008653
3933;65007804
3934;65007804
3935;65007804
3936;65007804
3937;65007804
3938;65007804
3939;65007035
3940;65006905
3941;65006702
3942;65006702
3943;65006702
3944;65005479
3945;65002515
3946;65002515
3947;65000980
3948;65000980
3949;65000788
3950;65000788
3951;65000261
3952;64999959
3953;64998921
3954;64994620
3955;64994620
3956;64992142
3957;64990230
3958;64990230
3959;64988507
3960;64984843
3961;64983143
3962;64982792
3963;64979006
3964;64976412
3965;64976412
3966;64976412
3967;64974532
3968;64970338
3969;64969873
3970;64969453
3971;64968807
3972;64968593
3973;64967356
3974;64967356
3975;64967356
3976;64966902
3977;64966902
3978;64960760
3979;64959847
3980;64959320
3981;64959320
3982;64959320
3983;64959320
3984;64959320
3985;64959320
3986;64959320
3987;64959320
3988;64959320
3989;64959295
3990;64958371
3991;64957305
3992;64956032
3993;64955133
3994;64954736
3995;64953310
3996;64951170
3997;64947001
3998;64945242
3999;64945242
4000;64945242
4001;64944927
4002;64942100
4003;64936745
4004;64936439
4005;64936439
4006;64936439
4007;64936439
4008;64936439
4009;64936439
4010;64936439
4011;64936439
4012;64935472
4013;64935472
4014;64935262
4015;64933941
4016;64933585
4017;64933044
4018;64929099
4019;64929099
4020;64929099
4021;64929099
4022;64928499
4023;64926466
4024;64926466
4025;64925873
4026;64924928
4027;64922489
4028;64922489
4029;64921540
4030;64917677
4031;64917677
4032;64915021
4033;64915021
4034;64913497
4035;64913426
4036;64912872
4037;64912872
4038;64912872
4039;64906111
4040;64903695
4041;64902013
4042;64901947
4043;64899318
4044;64899318
4045;64899318
4046;64898643
4047;64898084
4048;64898084
4049;64898084
4050;64898084
4051;64896051
4052;64895526
4053;64892010
4054;64889982
4055;64889982
4056;64889982
4057;64889982
4058;64889982
4059;64886840
4060;64883869
4061;64883869
4062;64882258
4063;64880296
4064;64875819
4065;64873309
4066;64872342
4067;64870850
4068;64870850
4069;64870850
4070;64870850
4071;64866745
4072;64861673
4073;64861673
4074;64853979
4075;64851088
4076;64851088
4077;64851088
4078;64849984
4079;64848868
4080;64848868
4081;64848754
4082;64848430
4083;64847677
4084;64847168
4085;64843668
4086;64843668
4087;64839577
4088;64839577
4089;64837010
4090;64836257
4091;64835365
4092;64835365
4093;64835212
4094;64834936
4095;64834701
4096;64834509
4097;64832942
4098;64832942
4099;64832942
4100;64832013
4101;64828520
4102;64826590
4103;64817239
4104;64817239
4105;64815067
4106;64809018
4107;64807985
4108;64807309
4109;64803855
4110;64803677
4111;64803271
4112;64799168
4113;64794203
4114;64794203
4115;64794203
4116;64794032
4117;64794032
4118;64793382
4119;64793382
4120;64793382
4121;64793382
4122;64789302
4123;64784789
4124;64784789
4125;64784789
4126;64784134
4127;64783769
4128;64783769
4129;64783769
4130;64783769
4131;64783769
4132;64769036
4133;64768991
