CodeCIS;ID_gp_gen
62144356;29
62145198;1502
62145376;1046
62145725;381
62147950;201
62148415;1526
62148867;1062
62150722;1238
62152762;280
62154877;883
62155071;1596
62156636;197
62158815;457
62158911;265
62159194;591
62159632;1135
62159778;368
62160200;195
62161626;909
62161697;595
62163716;1228
62164533;379
62167084;83
62168834;408
62170486;1362
62171435;137
62171524;1175
62171588;1549
62172423;492
62172505;1338
62173094;820
62174933;714
62175330;448
62175533;1271
62176770;1219
62176877;496
62179122;29
62179268;705
62181917;1571
62181995;1360
62182563;345
62182912;1630
62182990;381
62183964;981
62184169;866
62188712;936
62190115;1577
62190827;309
62191473;722
62192408;1420
62193524;76
62193983;874
62194918;237
62195087;928
62195386;880
62196488;1290
62197519;994
62197615;373
62199609;1068
62201138;1615
62201565;1253
62201818;656
62202005;1362
62202293;566
62202966;748
62204134;591
62204255;468
62204262;847
62204287;1037
62206135;453
62207034;952
62207600;848
62208976;1426
62209971;1262
62213717;662
62215045;79
62216389;70
62217014;513
62217516;587
62217822;680
62218397;1429
62220672;466
62223483;1036
62223558;1026
62224959;1682
62225235;1337
62227058;1122
62227318;259
62227567;908
62227581;420
62229123;1503
62232137;410
62232322;769
62232411;1535
62233577;1373
62236089;92
62236203;1531
62238161;478
62238446;14
62238453;1313
62240543;1262
62240810;367
62241816;847
62245120;993
62246560;96
62246628;1105
62247737;1104
62247908;604
62249492;1252
62249777;86
62251707;996
62253042;846
62253245;1651
62253409;1528
62255584;1111
62257471;711
62257717;604
62258064;656
62259814;96
62260706;941
62262657;1688
62262995;657
62263111;1340
62266207;624
62267070;1164
62269000;858
62270675;561
62270942;270
62270981;1151
62271492;1710
62271624;1610
62276532;969
62277520;106
62279425;1388
62280908;831
62283270;366
62285549;1251
62286544;1409
62286576;1172
62287735;293
62287824;563
62288520;380
62290603;214
62291534;1025
62292134;1132
62292928;941
62293332;526
62295625;526
62295835;1244
62296517;1099
62296848;72
62298607;302
62300481;1409
62302938;1401
62303075;1252
62303171;1025
62303214;659
62303584;793
62304120;1323
62308720;1103
62311182;898
62311307;235
62311321;672
62312163;980
62312601;952
62312829;848
62314246;1347
62316507;490
62316578;1584
62318928;323
62318935;116
62319204;1664
62319791;1600
62319930;354
62321237;197
62323042;381
62324703;97
62326355;1022
62326387;112
62327311;404
62329077;569
62330713;1497
62330898;1477
62331936;292
62333104;1223
62334028;852
62334569;1552
62334754;1377
62334786;418
62336456;1267
62338254;144
62338400;1099
62338553;1102
62341147;1630
62342434;1422
62343034;1322
62344129;259
62345035;710
62345380;302
62345448;938
62345640;568
62346703;1227
62348355;1065
62348800;531
62349731;451
62349845;10
62350491;1258
62351344;119
62355702;803
62356252;826
62356576;1498
62357468;655
62359608;1494
62360681;768
62367067;601
62367569;310
62368639;463
62369506;1126
62370693;276
62371553;561
62373974;496
62374275;1257
62375231;168
62375338;1234
62376828;662
62376899;1459
62377079;1492
62378195;197
62378455;1145
62380285;611
62382724;1091
62384561;51
62385791;601
62386427;1619
62387714;373
62387842;1458
62389398;1375
62390393;1312
62390685;145
62390849;137
62393891;291
62393941;938
62394153;893
62394630;309
62395668;852
62397929;1442
62398529;498
62401060;1370
62401434;309
62403086;1065
62403136;1483
62403684;374
62404996;361
62408891;216
62410369;657
62410472;250
62410629;949
62411713;478
62412936;417
62414855;818
62415398;995
62416347;1506
62417552;23
62417794;93
62418729;65
62419261;1352
62419546;858
62419642;1028
62421725;1341
62422510;930
62422784;850
62423007;795
62425307;473
62426576;991
62428075;1377
62428328;706
62428488;1337
62429857;1763
62430966;495
62431527;207
62432383;1415
62435116;1021
62435881;848
62437067;309
62437640;1470
62438913;1479
62439495;49
62440298;136
62440939;265
62441101;823
62442395;1448
62443337;812
62443426;622
62443668;1266
62444243;927
62444948;1417
62445555;175
62445726;189
62448170;980
62449361;998
62450285;189
62450342;1688
62450997;129
62451405;197
62456046;1211
62456078;811
62457244;1008
62457618;150
62458677;185
62459245;554
62460176;1468
62461303;187
62461641;893
62461940;1248
62462565;703
62463044;1035
62463941;1235
62465928;57
62468237;969
62468632;642
62469339;505
62469524;1211
62469613;343
62470487;1688
62471347;1304
62471742;632
62472584;1257
62472602;1755
62472716;897
62473864;898
62474215;1414
62475071;700
62475527;309
62476853;1179
62478726;812
62481188;171
62481238;1248
62481430;415
62481448;661
62482105;1256
62483787;1782
62484049;1474
62484063;364
62484138;1305
62484259;242
62485126;505
62485208;198
62485553;187
62493347;1421
62493774;1660
62494787;1033
62496101;446
62496336;1271
62497388;1241
62499439;55
62500165;1068
62500717;81
62500756;823
62503389;107
62503916;242
62504078;1380
62504459;195
62504861;207
62505333;1245
62505785;510
62505828;423
62507697;1671
62508863;1709
62509748;1606
62511293;1027
62512769;1149
62514439;758
62514713;526
62514791;467
62517392;490
62517531;1380
62518601;811
62518708;482
62519557;529
62519799;75
62521088;853
62522076;884
62523160;1447
62524337;1119
62524376;1455
62525040;493
62525777;1536
62526007;460
62526313;101
62527066;31
62527340;938
62527625;736
62527632;1127
62527664;1106
62527917;505
62529302;933
62530062;1699
62531709;1475
62534712;853
62537701;935
62538618;630
62539894;715
62540067;1283
62540779;1328
62541436;615
62542837;629
62543615;350
62543622;813
62545096;482
62546091;702
62546668;836
62549600;1421
62552087;1792
62552920;258
62554490;28
62555820;460
62556858;968
62557732;1192
62559135;702
62559199;1282
62561175;382
62562380;1418
62562672;733
62565070;511
62566877;198
62567712;1104
62568967;266
62570719;1451
62571408;1513
62572606;1019
62574361;1040
62574938;244
62575470;105
62577806;622
62578192;397
62580656;908
62581637;719
62581943;750
62582582;846
62582995;1040
62586367;703
62588304;1499
62589922;370
62590216;742
62591688;449
62592530;943
62594905;1447
62597050;135
62599681;1252
62602914;779
62603012;827
62603432;43
62604153;81
62605173;446
62606108;1486
62606357;99
62607530;147
62607587;422
62608575;25
62610754;381
62611169;332
62611660;580
62611895;340
62614667;1209
62615406;917
62615751;1344
62617179;706
62618313;886
62619486;780
62620809;1104
62621124;1228
62621512;1618
62621779;819
62622863;134
62623876;329
62624693;1391
62625119;1244
62625592;1547
62626477;69
62629676;1125
62630116;789
62631549;1005
62632843;629
62633219;1439
62633525;1749
62635145;1688
62635501;1120
62637445;101
62638974;1697
62639275;798
62640174;32
62640441;969
62640879;493
62641835;1401
62642061;271
62649604;1546
62650485;656
62650834;1226
62651562;645
62652746;1511
62653200;1248
62655190;165
62658877;1690
62662968;910
62664549;1735
62664969;1385
62665366;935
62665633;1277
62666240;834
62667004;349
62667488;288
62669749;1254
62670616;782
62672834;1180
62673263;58
62673690;125
62674422;236
62675549;1376
62676761;1038
62676989;175
62677849;411
62678189;1502
62678755;364
62679309;1093
62679533;865
62681541;1618
62684103;22
62686289;813
62686823;1719
62689972;659
62693611;574
62695427;799
62695758;911
62697734;1237
62698206;604
62699735;1479
62701346;650
62702619;704
62702836;449
62703614;43
62704335;293
62704449;1313
62705088;779
62705095;158
62705280;283
62705654;730
62705768;656
62706119;510
62706489;374
62710021;595
62711493;803
62713633;580
62714607;227
62714767;911
62715513;900
62716177;142
62716818;1308
62717425;87
62718662;1270
62719127;711
62720364;699
62721968;14
62722123;1286
62722529;1040
62722988;1262
62723759;718
62725468;1262
62725621;616
62727234;980
62728717;1131
62729121;25
62730650;932
62731574;615
62733002;330
62734606;36
62734983;638
62735455;994
62738704;917
62738782;1015
62739717;823
62739934;1388
62740096;995
62740801;701
62741554;1330
62743516;1631
62743861;135
62744027;1026
62744785;561
62746359;53
62751185;663
62751915;189
62753154;130
62753777;326
62754046;107
62754181;294
62756595;642
62758144;1412
62760017;1176
62764909;1618
62766073;1343
62766454;290
62767168;1249
62767225;462
62767232;1153
62767549;123
62768099;1255
62770890;893
62770926;125
62772489;401
62773840;1364
62774910;87
62778588;1371
62779028;498
62779793;76
62780055;1066
62782120;872
62782316;845
62783247;309
62783375;534
62784356;903
62785629;1086
62786236;562
62786389;980
62787968;784
62787982;1391
62788988;97
62789360;1478
62791429;1507
62791450;850
62791557;174
62793241;663
62793362;725
62793782;502
62793992;1005
62794254;498
62794286;604
62798199;1549
62798530;401
62803066;11
62804360;1692
62806062;831
62806614;1436
62809489;1685
62809635;1415
62810178;1249
62815360;1457
62818698;164
62818762;32
62820980;159
62822230;900
62824142;969
62824288;477
62824950;1623
62826481;157
62828870;1362
62828906;365
62828991;490
62829100;1525
62833611;75
62834784;468
62834930;911
62836372;1628
62837759;77
62837780;612
62838569;9
62840513;981
62842464;762
62844369;31
62844636;3
62845713;283
62846046;493
62846562;150
62847550;914
62848182;1383
62848645;1664
62849957;1470
62851214;729
62851449;690
62851901;797
62852405;1403
62852526;1252
62854527;340
62856446;768
62856987;1258
62860284;825
62860633;1476
62860665;800
62860793;1158
62861105;550
62864076;1256
62864852;914
62865908;112
62866052;191
62866294;913
62866789;726
62866910;133
62867040;1511
62867108;21
62867631;450
62870531;104
62870741;616
62871220;849
62872450;712
62872607;827
62872742;350
62874323;1420
62875585;526
62875749;108
62877102;1142
62880365;972
62880372;795
62880454;104
62882672;329
62883226;756
62883607;53
62883639;53
62884513;544
62884890;782
62886560;945
62887979;1061
62888839;506
62890014;548
62890605;1327
62891109;729
62891447;113
62892111;1208
62892314;449
62893252;954
62893964;1552
62894571;866
62895812;1226
62896444;354
62897959;493
62897973;394
62899458;934
62899604;1479
62899611;115
62900184;414
62901197;671
62901254;88
62902865;1135
62903522;1420
62904784;1376
62906059;1042
62906109;1235
62906867;234
62907403;1469
62909137;972
62910207;866
62911490;591
62912304;713
62913185;387
62913872;937
62914611;1483
62915211;1686
62918531;147
62919619;969
62920265;467
62921011;148
62921036;1744
62924833;427
62925159;1227
62925369;1710
62925789;848
62926745;1025
62927092;1507
62927128;100
62927306;461
62928283;616
62929435;863
62930074;936
62930672;1535
62931799;1296
62931849;281
62931952;367
62932591;264
62934770;1640
62935096;932
62935438;858
62936337;181
62938313;108
62939721;888
62940702;1381
62941028;70
62942048;963
62942735;1509
62943125;14
62943335;947
62944693;17
62945806;199
62946153;981
62949384;157
62949651;1150
62949690;874
62949893;236
62953322;526
62953906;1284
62961098;661
62961493;437
62962307;1245
62963658;1464
62964589;969
62964710;1437
62965196;1645
62966914;1371
62967603;1289
62968406;98
62968840;322
62969369;1095
62969440;436
62969789;82
62969974;276
62970706;1099
62970791;199
62971772;1499
62972454;518
62972963;595
62973200;455
62975906;1185
62976285;283
62977049;1486
62977177;915
62978311;1470
62978514;1089
62978795;764
62979783;784
62980675;310
62980974;352
62981581;1106
62982231;912
62982893;28
62983657;901
62984887;972
62985754;1383
62990833;1095
62991472;286
62991967;1498
62994066;1082
62994632;371
62996512;138
62997144;327
62997831;1581
62998260;657
62998997;1030
62999597;1410
63001941;1410
63003134;1686
63003440;74
63004535;105
63005092;802
63006116;1670
63007766;1125
63008868;1257
63009087;177
63009817;1282
63011031;766
63011070;231
63012514;611
63012838;1750
63012845;562
63013160;1742
63015154;1761
63016092;494
63016772;1606
63017696;1667
63020824;1312
63020895;357
63021303;979
63022095;1243
63022184;1712
63023578;1383
63025508;102
63025935;463
63026453;1723
63026574;236
63029111;29
63031062;1415
63032520;1127
63032883;1519
63036255;463
63036604;300
63037738;75
63038441;1497
63038758;1488
63039408;70
63040606;332
63041569;604
63041957;1246
63042240;1267
63045724;248
63046267;1617
63047209;1552
63047935;858
63048930;1352
63052537;1263
63052576;1777
63053030;1464
63053767;1435
63054335;1583
63054463;1475
63056731;235
63059670;930
63059994;600
63062321;601
63063793;411
63066063;279
63066469;945
63066736;622
63067336;1040
63068064;998
63071772;718
63072454;365
63073499;102
63074380;717
63075856;851
63076285;1131
63076303;56
63076709;22
63076762;1247
63078350;1399
63079979;397
63080629;670
63080700;1385
63080878;822
63081453;1044
63082110;913
63083116;804
63084015;384
63085761;406
63086945;186
63088070;29
63089749;588
63090616;1694
63091077;595
63092688;470
63093669;1280
63094301;735
63094408;1636
63094828;1609
63095061;1318
63095428;831
63095549;1255
63096099;1251
63098755;1729
63099572;666
63100697;1269
63101055;820
63102680;1434
63103978;892
63104628;532
63104681;821
63105139;1257
63108612;1022
63110385;450
63111747;1357
63113171;271
63114056;921
63114309;1746
63114533;714
63114750;1254
63114896;1012
63115133;524
63118161;397
63118574;629
63119726;33
63120714;461
63121061;1226
63121086;1416
63121691;931
63122238;656
63123849;1067
63124787;1391
63126101;493
63127445;1630
63127452;490
63127491;228
63127527;1328
63127541;565
63130758;812
63131995;1312
63133028;1402
63136857;1634
63139287;1214
63139718;850
63139942;371
63140752;528
63140802;691
63140873;498
63141402;435
63141886;381
63143645;271
63143652;422
63144220;1509
63144569;700
63145062;1391
63145849;837
63146246;33
63146673;1371
63148172;309
63149018;537
63149947;353
63151492;81
63152128;723
63152181;1519
63152345;1460
63153493;602
63155971;1415
63157698;124
63158412;381
63159724;446
63159891;269
63162282;446
63163772;300
63167404;853
63167500;1306
63168424;1630
63168634;365
63169405;1075
63172390;1688
63174719;457
63177067;494
63177843;22
63178870;29
63179285;276
63179965;900
63180946;340
63181215;801
63183337;1372
63183586;1756
63185288;707
63186251;379
63186536;1498
63187944;102
63191355;374
63191615;1372
63191743;1312
63192215;1073
63192279;1248
63193915;1485
63194369;1496
63196690;298
63196808;1127
63197358;782
63197689;1381
63197760;1689
63197924;1468
63198531;303
63198855;719
63199672;1704
63201461;1422
63201536;616
63201575;1312
63202499;701
63204984;91
63206106;1733
63206184;1435
63206323;194
63206355;1386
63206729;1631
63206946;1254
63209020;1406
63211473;289
63212397;971
63212461;1586
63212842;1793
6321339200%;1527
63213595;655
63213613;659
63215258;237
63216342;1388
63216709;798
63218382;845
63219776;1474
63220999;331
63223995;157
63224079;864
63225793;14
63225989;700
63226258;121
63226984;670
63227488;1517
63227972;703
63229891;1380
63229902;736
63230395;1410
63231675;777
63233181;764
63233306;912
63235175;244
63235257;1723
63235360;436
63237361;494
63239348;1630
63240667;850
63241242;83
63242419;1639
63243923;1063
63244391;14
63247302;1549
63248991;1363
63251140;1429
63252616;1368
63255320;756
63256529;981
63259799;1454
63260043;158
63264650;420
63266345;1574
63266758;543
63267721;1305
63268887;821
63269291;526
63269327;950
63272113;1176
63273037;1350
63274491;691
63274566;299
63274623;379
63275675;831
63276510;29
63276706;447
63276866;521
63278098;235
63278319;1409
63280081;70
63280786;886
63281105;341
63281774;457
63283095;1274
63283572;92
63284005;18
63286561;1244
63286593;187
63288007;455
63288046;21
63290816;1279
63295699;1308
63297052;1211
63297294;519
63299690;198
63301789;1266
63302229;1552
63302243;870
63303231;283
63303256;102
63303758;883
63303822;1403
63305905;273
63306786;129
63307653;1104
63308730;1361
63308748;1610
63309558;131
63309743;587
63312547;1376
63312942;1219
63313994;1642
63314886;306
63316766;616
63317213;310
63319709;1244
63321667;1475
63324243;17
63324371;1519
63324453;1019
63324624;1258
63326881;630
63327759;384
63331309;1245
63332681;1095
63333858;617
63337988;936
63338129;1214
63339576;920
63340856;1484
63343820;1562
63344872;968
63352659;758
63353031;1244
63354432;53
63355694;578
63356668;831
63357040;852
63358402;1039
63360848;893
63361640;551
63364330;1246
63365222;1548
63366057;917
63367038;948
63367401;1377
63367821;1112
63368115;1102
63369594;804
63371588;521
63372551;271
63372843;1392
63373386;14
63374805;851
63377299;102
63378141;1294
63378458;981
63380434;896
63380548;1335
63381461;1049
63383793;582
63385125;1068
63386309;373
63386476;236
63386686;1040
63386693;1472
63386914;531
63387090;615
63387539;1026
63389216;1255
63389223;1385
63390528;1491
63390930;969
63392835;1563
63393104;123
63394334;23
63395607;1079
63396602;406
63397960;489
63398304;1468
63398425;157
63398635;1428
63399491;698
63399979;1368
63400513;1413
63401871;1554
63404013;14
63404789;1687
63406053;1220
63406060;858
63406085;42
63408595;125
63408702;1256
63412501;1550
63413610;1759
63413635;1642
63415127;1649
63415465;1041
63415757;147
63416752;655
63416987;1136
63417060;411
63419848;309
63420708;716
63422748;436
63423024;724
63424425;33
63424838;163
63426508;291
63426700;927
63427414;1132
63428039;1322
63428548;1389
63428683;803
63429333;615
63429842;96
63431640;1362
63431715;189
63432557;32
63432799;1430
63434704;1196
63435592;156
63435884;242
63436445;467
63436769;614
63437077;1701
63439683;1374
63439854;1485
63445939;1469
63446101;17
63446165;1613
63447025;882
63449026;971
63449204;1398
63449987;1025
63450263;917
63450893;1549
63450904;731
63451714;1731
63455004;611
63455260;129
63455641;309
63456031;291
63457489;427
63458160;97
63458349;468
63459312;531
63460581;717
63461174;1689
63462194;735
63462842;825
63464569;1387
63464843;1253
63465824;537
63466680;1700
63468069;795
63468941;1398
63469210;1119
63470636;864
63471784;740
63472758;32
63473251;1534
63473842;1252
63475277;437
63475544;967
63476258;250
63476315;326
63476564;1269
63478939;495
63479140;203
63479642;758
63479788;1621
63479902;264
63480915;21
63481077;365
63482688;1575
63482859;365
63483217;415
63484283;1715
63485232;1232
63485296;1366
63485353;1323
63485702;1689
63487009;895
63488196;704
63488285;1422
63489259;1219
63489330;853
63489405;801
63490375;264
63490553;1416
63490927;980
63491598;1178
63496175;853
63498219;1441
63499933;704
63500702;473
63501124;1373
63501366;1443
63505304;196
63506242;373
63507789;630
63508866;323
63510504;61
63510618;1710
63511428;1498
63511759;866
63512028;915
63513315;1376
63513482;1228
63516304;461
63516425;101
63517071;280
63517694;375
63518554;55
63519688;698
63520701;1415
63520847;1477
63521098;1079
63522848;678
63524315;374
63524692;159
63525488;457
63526743;460
63528064;1800
63528363;1516
63529910;440
63531263;1795
63531676;494
63532803;346
63535151;982
63536698;1256
63536890;1713
63537451;912
63538165;937
63538286;984
63539616;1686
63539769;409
63541065;1651
63541827;1112
63541916;1103
63542594;1793
63542797;69
63545028;1435
63548095;737
63548323;1211
63549158;76
63551390;968
63552695;445
63556149;1259
63558577;696
63559394;529
63560165;490
63560628;109
63561242;1072
63563115;1157
63563250;31
63564053;831
63564128;1514
63564797;35
63564808;1207
63565244;158
63566111;1319
63566442;468
63566855;1178
63568557;447
63568984;659
63572534;1435
63575007;171
63575509;1256
63575847;821
63576333;882
63577894;1092
63578074;1087
63578583;1470
63580926;1422
63582756;1683
63586270;382
63586338;1012
63587319;283
63587956;852
63590105;614
63590703;90
63591253;491
63591367;917
63591495;1118
63591602;1409
63592711;545
63593884;891
63595091;1252
63597509;967
63598319;968
63598970;1606
63601338;1407
63601861;882
63602251;1673
63602269;768
63603054;227
63603104;837
63603741;483
63604430;1344
63604761;104
63605055;243
63605272;1479
63605525;351
63606506;1228
63606680;1266
63608279;1251
63608400;327
63608592;179
63609185;1705
63609769;1178
63610757;1519
63610814;283
63611923;1094
63612530;1718
63614008;353
63615576;747
63620413;1507
63621013;1401
63622510;422
63622528;146
63624696;372
63625168;200
63627532;534
63628253;307
63628506;1119
63630172;1700
63630635;23
63631623;462
63632223;666
63633802;1436
63634758;1500
63636264;375
63638906;1050
63641749;714
63643038;531
63643725;851
63644599;913
63646098;232
63646109;715
63647104;413
63647467;374
63652083;188
63652717;772
63657486;467
63658264;717
63659793;185
63661449;913
63661520;80
63662558;380
63663343;923
63663368;29
63665248;1624
63669727;1486
63669741;310
63670380;1006
63670722;1661
63671347;346
63673526;1552
63676077;553
63677161;1259
63677318;1364
63677631;947
63679194;23
63680638;356
63681957;521
63683463;460
63686057;280
63686872;389
63688396;698
63688528;657
63689562;1691
63692245;90
63696788;1569
63697057;1584
63699439;624
63701267;31
63702593;914
63703396;1485
63703784;1449
63708322;471
63718067;436
63719468;891
63719525;1583
63721729;270
63722770;1363
63723107;1402
63724643;264
63725282;1409
63727550;1236
63727664;593
63728257;623
63728702;614
63728734;1022
63729327;1262
63729537;442
63729811;623
63730233;280
63731748;621
63732483;561
63732654;1494
63732750;813
63733514;923
63735305;1502
63735718;1635
63735807;795
63736019;357
63736058;230
63738721;381
63738842;221
63739307;1326
63739321;1549
63743120;621
63743330;722
63744069;543
63747097;1338
63749486;892
63750773;158
63751971;1503
63752728;138
63754960;1251
63757052;914
63758510;8
63759295;1153
63759509;1429
63760034;401
63760582;1118
63761773;1126
63763055;882
63769738;146
63770886;1266
63771461;10
63771664;156
63775310;619
63775495;1119
63775634;1307
63775716;1414
63777286;803
63779682;1587
63781007;1079
63781726;742
63782187;500
63782319;511
63782867;1380
63783481;1099
63784206;1245
63784416;276
63787298;1499
63787825;1779
63790127;886
63791631;375
63791738;902
63791791;365
63792263;620
63792701;1044
63793479;82
63793949;1353
63794766;406
63797011;1370
63798234;850
63803382;610
63803877;89
63804559;307
63806097;620
63806909;1762
63807217;1399
63808123;284
63808963;1096
63809022;849
63809467;1127
63811710;468
63811799;914
63812043;317
63812730;1392
63813120;1418
63813309;1041
63814329;566
63815000;78
63818797;1585
63819130;938
63819739;804
63820047;926
63820969;1037
63822272;1113
63823011;664
63823680;449
63826452;980
63827255;1537
63828282;1435
63828492;304
63828948;1462
63830251;1326
63830486;714
63830632;582
63831531;1404
63831823;756
63832028;1381
63832373;605
63834189;1586
63836158;140
63841034;177
63841059;1507
63841924;1574
63842168;1069
63845125;349
63845794;1075
63848121;726
63849839;494
63852657;372
63853652;1127
63853809;1580
63855240;616
63855589;937
63855735;674
63857177;1441
63857992;942
63858119;1775
63859865;850
63860433;716
63861752;664
63862669;1419
63864766;1104
63865252;1178
63866393;1485
63868864;550
63870235;195
63870331;724
63871159;1781
63871440;172
63871604;1469
63871860;1125
63872236;1106
63873854;57
63873893;711
63874155;81
63874803;1104
63874970;1199
63877443;1611
63878584;1040
63880820;80
63881349;1419
63882433;1020
63883791;1126
63891101;1503
63895548;305
63896696;289
63896963;711
63897481;1249
63897780;642
63898672;824
63899308;1288
63900810;1209
63902626;107
63903849;1777
63904374;1499
63905526;1498
63906222;1574
63906717;1512
63909389;195
63909453;1764
63911098;1660
63911447;381
63912232;656
63914016;899
63917756;659
63918395;116
63919440;1250
63921217;55
63922664;1037
63922746;1208
63922803;425
63922956;597
63923734;876
63924537;1032
63925817;26
63926641;913
63927049;285
63927615;1279
63927896;979
63928539;450
63929363;1037
63930084;1438
63931033;1488
63931916;1376
63931930;1365
63935220;884
63941294;122
63943758;818
63946448;374
63947710;1039
63949960;1429
63951114;862
63951694;1102
63953179;821
63954135;1266
63954886;449
63958735;862
63963102;1535
63964446;1271
63964916;380
63964962;1332
63965740;971
63967289;50
63967296;1436
63969009;1636
63969190;1105
63970132;1421
63972222;623
63972471;720
63973299;711
63974084;915
63975542;1697
63976352;853
63976886;969
63980518;332
63983293;716
63985006;1133
63987103;1449
63987249;521
63988721;509
63990590;329
63992335;164
63993490;35
63994126;1557
63996294;704
63996942;1576
63997357;351
63997439;1549
63998110;914
63999543;1550
63999867;1013
63999931;768
64000041;1053
64000931;81
64002373;1552
64003144;590
64003525;111
64005832;1414
64008230;569
64008337;1719
64011319;1451
64011358;562
64011664;437
64011803;148
64012517;32
64014888;552
64017261;1713
64017927;165
64018107;979
64018267;123
64018712;175
64019682;784
64021217;80
64021886;1485
64022529;1688
64024124;306
64024786;656
64025557;793
64026666;186
64027031;801
64027704;947
64027889;1506
64029160;639
64032562;42
64033397;1314
64033753;1004
64033881;711
64035583;408
64036475;948
64038921;1776
64041757;1283
64043587;1242
64044205;1117
64045143;242
64045168;232
64046761;1287
64048335;660
64052764;17
64053193;196
64053460;128
64053510;406
64053720;940
64055988;1582
64056613;1244
64057028;1105
64057843;1087
64059342;380
64061553;582
64061667;1324
64061788;1325
64062452;851
64062783;782
64064179;733
64065904;1402
64066269;130
64067524;789
64067620;1252
64069183;1119
64069322;498
64070890;1348
64070919;891
64071063;604
64071818;1418
64073139;2
64073783;231
64076434;923
64076562;582
64076815;587
64077212;304
64077917;1702
64079238;1410
64080062;971
64080646;195
64082832;1126
64083973;447
64084616;1550
64084865;1259
64086439;599
64087053;752
64087459;446
64088689;530
64090124;389
64093184;1622
64093490;1745
64097599;435
64098726;724
64099244;1207
64099785;1145
64103340;379
64103828;14
64105964;1210
64107495;864
64108825;664
64109927;317
64110121;1258
64110541;1358
64110908;1199
64111166;1569
64112026;821
64112752;1435
64115225;425
64115976;997
64116131;846
64117322;366
64117646;402
64117856;730
64118627;491
64119476;1258
64119540;718
64121178;711
64121235;180
64121915;1112
64122807;1330
64125746;1573
64126264;331
64126499;1036
64127380;1732
64127672;861
64130871;470
64132502;831
64134229;1120
64137353;495
64139742;1136
64140958;1497
64142852;1252
64144419;984
64144682;923
64147632;1454
64147835;638
64148136;235
64150906;526
64151164;1801
64155419;97
64156542;494
64156738;1613
64159780;92
64160925;1146
64160932;1518
64161144;192
64162883;616
64163298;1805
64163818;659
64164471;1026
64164507;1132
64165648;1207
64166974;1515
64168039;115
64168402;357
64169187;726
64170442;558
64171551;242
64171583;133
64173456;435
64174800;1104
64174946;1547
64175667;1479
64176281;159
64176801;914
64177223;1781
64178300;892
64180397;1314
64181200;306
64181976;1506
64183183;338
64185622;1574
64188522;1476
64189720;271
64189866;818
64190434;110
64191689;701
64192741;149
64194888;1548
64195221;1429
64196024;736
64196782;1702
64196818;1627
64197133;42
64199166;725
64199376;1037
64200095;158
64201368;1468
64201464;943
64201553;562
64201902;1262
64202242;711
64203045;317
64204250;477
64204535;1657
64206696;1267
64207620;1480
64208220;701
64210310;1380
64211572;1563
64212140;1789
64212215;595
64212457;638
64212959;1507
64217130;1585
64217415;33
64218385;275
64220308;1521
64222661;1535
64222864;1584
64224801;1248
64224915;1594
64226503;747
64226688;1392
64227441;373
64231450;1062
64231607;283
64232082;1505
64232755;1607
64233309;1351
64233693;137
64233832;326
64234749;1200
64234980;938
64236159;450
64236198;148
64237574;117
64238676;971
64238758;1536
64239461;338
64245247;298
64245311;82
64247383;1254
64248026;1402
64249690;1548
64250372;1371
64252505;952
64253639;310
64255017;387
64255608;674
64256749;1257
64260345;893
64260929;938
64261479;350
64262182;1351
64262435;1004
64264557;198
64264685;801
64265634;1628
64266049;1025
64266362;1034
64267973;657
64268630;489
64268833;1574
64268979;723
64270535;1021
64270784;498
64272874;1409
64275767;272
64275824;1139
64276748;411
64278215;1127
64280159;131
64280433;242
64282701;1480
64282911;657
64283066;493
64284175;1548
64285537;90
64286781;1393
64288280;249
64289126;831
64290413;729
64292072;734
64292364;466
64292987;308
64293046;678
64293719;202
64296341;1227
64296537;1336
64298641;859
64299095;1564
64299857;1322
64300334;883
64300843;641
64301436;1269
64304158;1491
64304400;1110
64304546;1253
64304820;80
64305057;1419
64305783;929
64306579;1100
64308092;914
64308320;237
64308797;1581
64309326;401
64310442;845
64312190;656
64314490;1477
64315076;1253
64315724;300
64317561;1254
64318859;415
64322708;57
64325323;1300
64325330;105
64326051;726
64327025;1525
64327694;589
64328579;968
64328650;1259
64330217;1499
64331543;849
64333341;489
64333487;1798
64336017;1125
64336921;1111
64337254;662
64337375;415
64338986;148
64339020;1380
64339173;748
64343150;1799
64343410;1175
64344697;1103
64345945;78
64346335;234
64347259;58
64347362;1492
64347960;1151
64348044;746
64348400;1795
64349947;800
64350636;1268
64352719;895
64354271;1331
64354392;1548
64354517;432
64357132;304
64357958;1493
64358070;864
64359642;968
64360267;95
64360281;78
64361344;1314
64363338;327
64366131;309
64367525;673
64368132;600
64368456;969
64368641;106
64369031;1448
64369088;1654
64369191;1120
64369533;420
64371242;96
64375988;1501
64377569;674
64379794;1415
64380729;1390
64381336;1538
64381382;1267
64381603;749
64383376;65
64384688;532
64385103;796
64385975;1631
64387008;866
64389621;1403
64391177;795
64391907;1191
64392076;998
64393420;629
64394668;1296
64395332;700
64395599;150
64397575;777
64397778;971
64398047;57
64398079;1040
64398467;1422
64399761;1308
64400053;698
64400555;718
64401625;1686
64402467;1254
64404112;309
64404692;1259
64405125;26
64406622;1039
64406647;1250
64407293;893
64408146;1341
64408331;913
64408662;43
64409077;1368
64409255;1118
64410713;1117
64412162;109
64412995;1068
64414291;1663
64414658;380
64416164;270
64416680;1062
