CodeCIS;Code_substance
64064987;312
68446571;312
63028269;313
63870751;313
65958869;323
68081674;323
63369053;328
64141483;328
65539814;328
66729097;328
60088834;332
61382116;332
61463881;332
62079225;332
62109992;332
62782070;332
63529999;332
66039826;332
69763208;332
64908596;336
60154024;338
60269037;338
61020245;338
62611660;338
62713633;338
66870692;338
68299979;338
69672096;338
64121235;342
65181349;342
65880598;342
66142235;342
67891013;342
69233327;342
69464049;342
67716786;345
61389541;346
60246750;355
60508697;355
60955940;355
61542706;355
61653585;355
61924474;355
62387842;355
62526007;355
62555820;355
62867108;355
63288046;355
63480915;355
63526743;355
63683463;355
64320632;355
64536295;355
64869766;355
64911877;355
64929277;355
65239699;355
65444540;355
65820028;355
65869452;355
65960119;355
66299813;355
66596686;355
66670503;355
66906619;355
68650944;355
68816348;355
69125020;355
69814229;355
67730914;356
69637743;356
62691806;357
62915154;358
64029712;358
65082408;358
67423452;358
60782552;359
60982072;359
62996512;359
63752728;359
64577819;359
69968095;359
63905138;360
62296848;361
64272162;361
64790984;361
64899898;361
65529777;361
66043002;361
66846378;361
62936337;374
65371633;374
60030699;376
64172450;376
67448313;376
67477197;376
68951171;376
60771794;381
62436200;381
63715217;381
61333521;382
62080626;382
63409505;382
64025557;382
64067524;382
65143010;382
65315798;382
65379402;382
65532702;382
65915316;382
66289534;382
66426100;382
66793491;382
68283252;382
68416845;382
68588503;382
69081937;382
69748156;382
66567236;390
61658002;393
67025669;393
67901144;393
63477424;414
64378475;414
60493619;420
60622868;420
61137191;420
61644230;420
61889660;420
61964091;420
62040674;420
62074559;420
62235247;420
62672962;420
62689634;420
63131269;420
63158775;420
63332717;420
63825628;420
64409077;420
64822656;420
64859213;420
65284993;420
65973294;420
66014762;420
66086808;420
66160639;420
67140828;420
67210778;420
67524202;420
68262646;420
68461541;420
60210697;428
60222137;428
60332103;428
60605000;428
61201943;428
61396087;428
61677928;428
61817860;428
61851777;428
61872561;428
61896199;428
62256597;428
62300385;428
62570701;428
62874405;428
63103152;428
63160228;428
63397330;428
63674254;428
64038526;428
64498371;428
64566299;428
65276110;428
65323026;428
65666007;428
65693965;428
65774812;428
65777274;428
66119507;428
66385504;428
66407363;428
66679160;428
66744925;428
67091911;428
67358912;428
67557241;428
67705462;428
67806034;428
67897322;428
67976385;428
68288833;428
68391527;428
68445462;428
68756577;428
69165716;428
69309547;428
69381048;428
69562970;428
69620719;428
69628395;428
69686498;428
69716272;428
69744670;428
69770028;428
69814072;428
60244525;430
60346626;430
60420681;430
60470798;430
60582719;430
60900520;430
61117445;430
61158552;430
61274635;430
61278936;430
61344350;430
61387280;430
61475677;430
61528101;430
61598886;430
61684869;430
61881286;430
62001372;430
62201138;430
62206181;430
62217480;430
62278056;430
62427265;430
62794471;430
62868498;430
62904987;430
62922298;430
63337059;430
63378604;430
63515348;430
63540910;430
63979626;430
64093184;430
64119056;430
64316274;430
64605923;430
64729522;430
64875819;430
65047243;430
65107085;430
65418143;430
65461618;430
65512240;430
65573834;430
65630160;430
65635346;430
65810824;430
65919752;430
65940586;430
66032721;430
66046856;430
66067708;430
66121209;430
66148284;430
66286011;430
66312310;430
66490117;430
66564731;430
66728771;430
66905809;430
67121475;430
67136790;430
67320527;430
67390664;430
67563080;430
67627711;430
67821367;430
67890947;430
67901048;430
67998759;430
68072077;430
68074594;430
68120650;430
68204461;430
68225352;430
68341093;430
68491709;430
68509057;430
68604270;430
68861083;430
68874789;430
69040082;430
69083660;430
69123770;430
69156724;430
69158682;430
69278991;430
69339049;430
69430342;430
69540251;430
69734808;430
69754337;430
69854234;430
69869147;430
66679160;431
60208447;432
60503789;432
62083608;432
62884698;432
63163224;432
64115983;432
64478333;432
64837010;432
65630160;432
66809426;432
66842675;432
67130200;432
67678175;432
68332774;432
68575185;432
61878361;436
63263986;436
64072763;436
64590108;436
67983159;436
66976254;440
68791304;445
63547997;459
62905911;461
63470312;461
64630403;461
65899602;461
61496251;463
63523836;463
68429141;463
64256681;464
68678872;464
60206154;467
60811833;467
61220559;467
61356349;467
61876410;467
62582924;467
62934247;467
63010787;467
63283736;467
63555111;467
63568607;467
63826609;467
64168434;467
64406362;467
64433039;467
65282348;467
67734528;467
67791707;467
68457482;467
69575220;467
69592294;467
61331730;469
68066715;469
66792069;471
60019101;473
60568235;473
61657904;473
62161583;473
62972454;473
63603741;473
64125828;473
64433473;473
64718579;473
65347924;473
66472119;473
66499002;473
66866523;473
67111171;473
67385005;473
67898381;473
68386619;473
68737032;473
69764662;473
69943900;473
69948153;473
62083608;474
63163224;474
64115983;474
64973850;474
67678175;474
67780454;474
68575185;474
60208447;477
61074175;477
62083608;477
62789435;477
62947013;477
63163224;477
64115983;477
64743130;477
64875819;477
66490117;477
66743613;477
66809426;477
67678175;477
68575185;477
69278991;477
62184888;489
62816804;489
65676987;489
68513504;489
61944313;500
65569519;500
67654911;509
62083608;511
63234340;511
63333712;511
65120677;511
66371180;511
67022776;511
67678175;511
68575185;511
61521103;512
63496168;515
60206154;521
60542703;521
60916357;521
61786112;521
65198829;521
65860243;521
66487256;521
69767256;521
69077294;523
60150830;527
60300340;527
60331738;527
60707699;527
60952314;527
61138546;527
61310483;527
61480507;527
61651374;527
62326355;527
62790462;527
62851449;527
63108612;527
63318030;527
63564797;527
63728734;527
63993490;527
64892925;527
65064520;527
65485245;527
65571438;527
66202636;527
66496173;527
67921759;527
68153561;527
68259372;527
68419097;527
68435557;527
68831670;527
69030106;527
69058582;527
69257869;527
69537967;527
69593058;527
69739716;527
60008845;529
60208447;529
60244525;529
60274212;529
60346626;529
60375720;529
60378182;529
60420681;529
60461105;529
60503789;529
60524573;529
60582719;529
60715870;529
60965393;529
61117445;529
61158552;529
61274635;529
61294805;529
61344350;529
61384619;529
61387280;529
61528101;529
61598391;529
61684869;529
61786735;529
61848674;529
61983743;529
61984083;529
62001372;529
62016456;529
62079435;529
62083608;529
62201138;529
62217480;529
62233545;529
62266004;529
62278056;529
62280694;529
62322104;529
62408126;529
62427265;529
62755917;529
62824950;529
62868498;529
62884698;529
62922298;529
62932118;529
63051200;529
63104382;529
63121232;529
63122811;529
63163224;529
63337059;529
63378604;529
63515348;529
63738696;529
63740918;529
63979626;529
64093184;529
64115983;529
64150621;529
64316274;529
64413588;529
64478333;529
64605923;529
64764950;529
64767583;529
64837010;529
64875819;529
65002515;529
65047243;529
65418143;529
65420468;529
65512240;529
65535851;529
65573834;529
65773429;529
65810824;529
65919752;529
66032721;529
66067708;529
66118412;529
66286011;529
66490117;529
66707752;529
66728771;529
66809426;529
66829788;529
66905809;529
66971079;529
67125790;529
67130200;529
67136790;529
67181796;529
67320527;529
67592324;529
67596066;529
67639553;529
67678175;529
67821367;529
67890947;529
67901048;529
67968730;529
67998759;529
68074594;529
68120650;529
68125576;529
68204461;529
68209693;529
68225352;529
68341093;529
68379464;529
68509057;529
68575185;529
68604270;529
68646102;529
68700190;529
68861083;529
68874789;529
69040082;529
69063120;529
69074298;529
69123770;529
69156724;529
69158682;529
69276232;529
69278991;529
69540251;529
69620498;529
69734808;529
69754337;529
69828061;529
69854234;529
69869147;529
69911176;529
69982586;529
60132572;532
60324658;532
60468320;532
60975672;532
61100225;532
61192686;532
61993698;532
62026233;532
62121674;532
62139010;532
62139409;532
62334028;532
62395668;532
62677532;532
63357040;532
63587956;532
63812100;532
64152615;532
65366508;532
65410050;532
65609967;532
65680455;532
66177695;532
66186609;532
66204021;532
66306898;532
66372542;532
66553496;532
66643449;532
66970027;532
67785202;532
68312864;532
68387379;532
68389750;532
68723723;532
68947002;532
68983870;532
69210848;532
69605749;532
64310289;533
65085991;533
67643377;533
65540866;535
60552619;535
60893549;535
61381765;535
62178757;535
62373038;535
66109897;535
67020138;535
68553865;535
66383389;536
68213528;536
65635346;537
68599161;539
60665905;541
63036376;541
60208447;544
60274212;544
60420681;544
60715870;544
61074175;544
61117445;544
61684869;544
61786735;544
61881286;544
61960303;544
61983743;544
62083608;544
62201138;544
62217480;544
62322104;544
62427265;544
62789435;544
62824950;544
62868498;544
62932118;544
62947013;544
63104382;544
63163224;544
63183821;544
63337059;544
63378604;544
63740918;544
64093184;544
64115983;544
64743130;544
64837010;544
64875819;544
65418143;544
65461618;544
65635346;544
66032721;544
66067708;544
66286011;544
66490117;544
66534581;544
66728771;544
66743613;544
66809426;544
66905809;544
67592324;544
67678175;544
67901048;544
67972077;544
68074594;544
68204461;544
68491709;544
68575185;544
68861083;544
69040082;544
69063120;544
69156724;544
69278991;544
69667989;544
69911176;544
69982586;544
69985493;544
63105203;545
64426742;545
65008233;545
67981927;545
63737879;547
64319167;547
60273256;549
60385522;549
60407463;549
60495132;549
60567418;549
60960777;549
62059315;549
62617720;549
62729413;549
62823503;549
63392333;549
63625015;549
63688752;549
64195680;549
64682720;549
64747367;549
65000980;549
65027575;549
65106581;549
65401375;549
65772900;549
66473178;549
66613769;549
66694372;549
66892062;549
67237394;549
67470459;549
67722465;549
67846776;549
68324489;549
68373358;549
68543173;549
69078599;549
69670693;549
60208447;550
60274212;550
60420681;550
60715870;550
61074175;550
61117445;550
61684869;550
61786735;550
61881286;550
61960303;550
61983743;550
62083608;550
62201138;550
62217480;550
62322104;550
62427265;550
62789435;550
62824950;550
62868498;550
62932118;550
62947013;550
63104382;550
63163224;550
63183821;550
63337059;550
63378604;550
63740918;550
64093184;550
64115983;550
64743130;550
64837010;550
64875819;550
65418143;550
65461618;550
66032721;550
66067708;550
66286011;550
66490117;550
66728771;550
66743613;550
66809426;550
66905809;550
67592324;550
67678175;550
67901048;550
67972077;550
68074594;550
68204461;550
68575185;550
68861083;550
69040082;550
69063120;550
69156724;550
69278991;550
69667989;550
69911176;550
69982586;550
69985493;550
60208447;555
60274212;555
60420681;555
60715870;555
61074175;555
61117445;555
61584317;555
61684869;555
61786735;555
61881286;555
61960303;555
61983743;555
62083608;555
62201138;555
62217480;555
62322104;555
62427265;555
62789435;555
62824950;555
62868498;555
62932118;555
62947013;555
63104382;555
63163224;555
63183821;555
63337059;555
63363997;555
63378604;555
63740918;555
64093184;555
64115983;555
64743130;555
64837010;555
64875819;555
65418143;555
65461618;555
66032721;555
66067708;555
66286011;555
66490117;555
66728771;555
66743613;555
66809426;555
66905809;555
67592324;555
67678175;555
67901048;555
67972077;555
68074594;555
68204461;555
68575185;555
68861083;555
69040082;555
69063120;555
69156724;555
69278991;555
69667989;555
69911176;555
69982586;555
69985493;555
61444482;557
62429736;557
62582326;557
62617300;557
66620660;557
68457870;557
69990693;557
62505828;561
63159891;561
67177709;561
67917629;561
60208447;563
60274212;563
60420681;563
60715870;563
61074175;563
61117445;563
61684869;563
61786735;563
61960303;563
61983743;563
62083608;563
62201138;563
62217480;563
62322104;563
62427265;563
62789435;563
62824950;563
62868498;563
62932118;563
62947013;563
63104382;563
63163224;563
63183821;563
63337059;563
63378604;563
63740918;563
64093184;563
64115983;563
64743130;563
64837010;563
64875819;563
65395602;563
65418143;563
66032721;563
66067708;563
66286011;563
66490117;563
66728771;563
66743613;563
66809426;563
66905809;563
67592324;563
67678175;563
67901048;563
67972077;563
68074594;563
68204461;563
68575185;563
68861083;563
69040082;563
69063120;563
69156724;563
69278991;563
69667989;563
69911176;563
69982586;563
69985493;563
61878361;568
61989408;568
62223316;568
64072763;568
64590108;568
65860243;568
67342541;568
67679220;568
68050668;568
68375131;568
69610529;568
61834055;569
67563415;569
68232635;569
60842024;571
69804637;571
62684893;582
63017696;582
64836218;582
65355771;582
68915556;582
68956396;582
69855350;582
60339717;585
60762795;585
61560896;585
63521785;585
64970434;585
65490025;585
66590904;585
66835549;585
66855092;585
67553944;585
68540070;585
60756034;587
62844636;587
64073139;587
67535309;587
68053454;587
62972842;588
61564097;588
64908596;589
67638519;589
61032482;594
64161831;594
67184116;594
68411271;594
61001031;597
69184289;600
69980852;600
60854845;602
61179297;602
61207871;602
61290963;602
61465932;602
61668199;602
62384376;602
62667488;602
62766454;602
63141320;602
63211473;602
63896696;602
64930226;602
65168309;602
65525152;602
66268344;602
66556019;602
66711708;602
67450809;602
67579330;602
67788604;602
68313699;602
68494783;602
68632693;602
68721665;602
68890786;602
69202036;602
66198796;604
66308461;604
69235837;604
61971381;608
63599951;608
66101174;608
67066573;608
69767256;608
66785434;609
60208447;610
60274212;610
60420681;610
60715870;610
61074175;610
61117445;610
61584317;610
61684869;610
61786735;610
61881286;610
61960303;610
61983743;610
62083608;610
62201138;610
62217480;610
62322104;610
62427265;610
62789435;610
62824950;610
62868498;610
62932118;610
62947013;610
63104382;610
63163224;610
63183821;610
63337059;610
63363997;610
63378604;610
63740918;610
64093184;610
64115983;610
64743130;610
64837010;610
64875819;610
65418143;610
65461618;610
66032721;610
66067708;610
66286011;610
66490117;610
66728771;610
66743613;610
66809426;610
66905809;610
67592324;610
67678175;610
67901048;610
67972077;610
68074594;610
68204461;610
68575185;610
68861083;610
69040082;610
69063120;610
69156724;610
69278991;610
69667989;610
69911176;610
69982586;610
69985493;610
60021312;614
60097833;614
61777782;614
63339576;614
61345705;616
64168498;616
64289681;616
65840002;616
66182379;616
69713550;616
64748615;617
67682145;617
61345705;618
64010594;618
64289681;618
69713550;618
64168498;620
64289681;620
65840002;620
66182379;620
69713550;620
60238376;622
61001031;622
64023481;622
64639110;622
65855901;622
68599161;622
69501476;622
61754100;626
63196690;626
63266758;626
63744069;626
63820175;626
63883282;626
64205726;626
64245247;626
64720167;626
65195719;626
65376705;626
65779001;626
65981280;626
66055182;626
66086181;626
66179486;626
66231292;626
67359188;626
68036348;626
68174071;626
68365226;626
68563941;626
68886446;626
69077942;626
60954062;628
61143073;628
61405134;628
62003149;628
62466236;628
63421272;628
65572846;628
66882901;628
67175398;628
69160822;628
60208447;629
60274212;629
60420681;629
60715870;629
61074175;629
61117445;629
61684869;629
61786735;629
61881286;629
61960303;629
61983743;629
62083608;629
62201138;629
62217480;629
62322104;629
62427265;629
62789435;629
62824950;629
62868498;629
62932118;629
62947013;629
63104382;629
63163224;629
63183821;629
63337059;629
63378604;629
63740918;629
64093184;629
64115983;629
64743130;629
64837010;629
64875819;629
65418143;629
65461618;629
66032721;629
66067708;629
66286011;629
66490117;629
66728771;629
66743613;629
66809426;629
66905809;629
67592324;629
67678175;629
67901048;629
67972077;629
68074594;629
68204461;629
68575185;629
68861083;629
69040082;629
69063120;629
69156724;629
69278991;629
69667989;629
69911176;629
69982586;629
69985493;629
61273202;630
60420681;631
60900520;631
61117445;631
61684869;631
62201138;631
62217480;631
62427265;631
62868498;631
63337059;631
63378604;631
64060871;631
64090327;631
64093184;631
65418143;631
66032721;631
66312310;631
66728771;631
66905809;631
67901048;631
67968730;631
68074594;631
68204461;631
68341093;631
68861083;631
69040082;631
69083660;631
69156724;631
66187789;633
69967748;633
61989408;637
63555111;637
63826609;637
64482812;637
67218579;637
69638788;637
64714196;640
67851645;640
67939789;640
62509748;641
63016772;641
63598970;641
64779564;641
65124483;641
65832411;641
61856062;645
61356349;651
64171786;651
64482812;651
66347329;651
69150785;651
61451441;655
64124701;655
64315877;655
60208447;658
60274212;658
60420681;658
60715870;658
61074175;658
61117445;658
61684869;658
61786735;658
61881286;658
61960303;658
61983743;658
62083608;658
62201138;658
62217480;658
62322104;658
62427265;658
62789435;658
62824950;658
62868498;658
62932118;658
62947013;658
63104382;658
63163224;658
63183821;658
63337059;658
63378604;658
63740918;658
64093184;658
64115983;658
64743130;658
64837010;658
64875819;658
65418143;658
65461618;658
66032721;658
66067708;658
66286011;658
66490117;658
66534581;658
66728771;658
66743613;658
66809426;658
66905809;658
67592324;658
67678175;658
67901048;658
67972077;658
68074594;658
68204461;658
68575185;658
68861083;658
69040082;658
69063120;658
69156724;658
69278991;658
69667989;658
69911176;658
69982586;658
69985493;658
64424727;659
61989408;659
64072763;659
60130386;663
61165034;663
63802533;663
64704191;663
64912776;663
69251791;663
60588704;670
61913620;670
66818966;670
67705779;670
68901510;670
60420681;674
60715870;674
61074175;674
61117445;674
61684869;674
61786735;674
61881286;674
61960303;674
61983743;674
62083608;674
62201138;674
62217480;674
62322104;674
62427265;674
62789435;674
62824950;674
62868498;674
62932118;674
62947013;674
63104382;674
63163224;674
63183821;674
63337059;674
63378604;674
63740918;674
64115983;674
64743130;674
64837010;674
64875819;674
65418143;674
65461618;674
66032721;674
66067708;674
66286011;674
66490117;674
66534581;674
66728771;674
66743613;674
66809426;674
66905809;674
67592324;674
67678175;674
67901048;674
67972077;674
68074594;674
68204461;674
68491709;674
68575185;674
68861083;674
69040082;674
69063120;674
69278991;674
69667989;674
69911176;674
69982586;674
69985493;674
60208447;675
60274212;675
60420681;675
60715870;675
61074175;675
61117445;675
61584317;675
61684869;675
61786735;675
61881286;675
61960303;675
61983743;675
62083608;675
62201138;675
62217480;675
62322104;675
62427265;675
62789435;675
62824950;675
62868498;675
62932118;675
62947013;675
63104382;675
63163224;675
63183821;675
63337059;675
63363997;675
63378604;675
63740918;675
64093184;675
64115983;675
64743130;675
64837010;675
64875819;675
65418143;675
65461618;675
66032721;675
66067708;675
66286011;675
66490117;675
66728771;675
66743613;675
66809426;675
66905809;675
67592324;675
67678175;675
67901048;675
67972077;675
68074594;675
68204461;675
68575185;675
68861083;675
69040082;675
69063120;675
69156724;675
69278991;675
69667989;675
69911176;675
69982586;675
69985493;675
60468320;676
62026233;676
62121674;676
62139010;676
62334028;676
62395668;676
63164803;676
63357040;676
63587956;676
65410050;676
65707226;676
66186609;676
66306898;676
66643449;676
68312864;676
61406236;677
62056504;677
66664589;677
67013695;677
67931358;677
69759067;677
63245753;678
64631925;678
65647836;678
68364117;678
62740395;682
66310626;682
66428507;682
66835937;682
66889194;682
69566673;682
60107747;688
61475677;688
62278056;688
62892143;688
66684969;688
69061176;688
69869147;688
60107747;690
61000495;690
61212594;690
61669536;690
61675902;690
62223316;690
62345455;690
62892143;690
63378561;690
63938387;690
63985038;690
64435022;690
65284210;690
65476513;690
65716467;690
66445638;690
66520560;690
66684969;690
66707065;690
67638519;690
