CodeCIS;Code_substance
68739115;2509
62250594;2509
66592652;2509
68802779;2509
61678528;2529
65317735;2529
67034682;2529
60351986;2533
68269975;2533
64590108;2534
60662186;2539
61858768;2539
60740973;2540
60035924;2543
60890204;2543
61070725;2543
61336243;2543
61425674;2543
61532231;2543
61704802;2543
62207034;2543
62312601;2543
62982231;2543
63233306;2543
63537451;2543
64252505;2543
64457467;2543
64832814;2543
65340100;2543
65911969;2543
66039057;2543
66203898;2543
66437926;2543
66514842;2543
66974004;2543
67244645;2543
68672780;2543
69042891;2543
69082569;2543
61703401;2560
61896847;2560
63284005;2560
65242784;2560
69346531;2576
62252467;2590
65547063;2590
68262525;2590
68708664;2590
62265048;2591
63688752;2596
65106581;2596
66892062;2596
67846776;2596
68063822;2600
68519336;2600
61249190;2612
65980246;2612
60524840;2618
63377491;2618
63798857;2618
67750468;2618
62174246;2633
62883639;2633
67541600;2633
68343016;2633
60080218;2640
61951546;2640
62217530;2640
62289729;2640
63599339;2640
64352822;2640
65633046;2640
66154593;2640
66357483;2640
68407287;2640
68501338;2640
69542779;2640
69694541;2640
60208447;2666
60274212;2666
60420681;2666
60715870;2666
61074175;2666
61117445;2666
61684869;2666
61786735;2666
61881286;2666
61960303;2666
61983743;2666
62083608;2666
62201138;2666
62217480;2666
62322104;2666
62427265;2666
62789435;2666
62824950;2666
62868498;2666
62932118;2666
62947013;2666
63104382;2666
63163224;2666
63183821;2666
63337059;2666
63378604;2666
63740918;2666
64093184;2666
64115983;2666
64743130;2666
64837010;2666
64875819;2666
65418143;2666
65461618;2666
66032721;2666
66067708;2666
66286011;2666
66490117;2666
66728771;2666
66743613;2666
66809426;2666
66905809;2666
67592324;2666
67678175;2666
67901048;2666
67972077;2666
68074594;2666
68204461;2666
68575185;2666
68861083;2666
69040082;2666
69063120;2666
69156724;2666
69278991;2666
69667989;2666
69911176;2666
69982586;2666
69985493;2666
60034085;2667
60673389;2667
61324091;2667
61623065;2667
62149015;2667
63020895;2667
63680638;2667
63736019;2667
65629845;2667
66231933;2667
67386324;2667
67824655;2667
68341392;2667
68529120;2667
60206332;2678
64253151;2678
61561635;2685
63644987;2693
63898512;2693
64208131;2693
69515643;2693
69568222;2693
60911036;2699
65810475;2699
62731670;2701
66385970;2701
67042889;2703
60155329;2709
61118159;2709
61208902;2709
62608575;2709
62729121;2709
63925817;2709
64405125;2709
64834085;2709
65512799;2709
65533971;2709
66632634;2709
66952196;2709
67423559;2709
67432348;2709
68014679;2709
69828759;2709
63896504;2715
65126502;2715
66882748;2715
68599599;2719
67704314;2725
60548802;2726
60669978;2726
63148279;2726
64026417;2726
67348996;2726
67477165;2726
68270422;2726
68627995;2726
69074348;2726
69192161;2726
62729908;2729
60061171;2742
67351818;2742
60177724;2751
64342415;2751
65410278;2751
60151697;2754
61118807;2754
61768203;2754
61784766;2754
61868157;2754
61875707;2754
61932026;2754
62038794;2754
62461303;2754
62485553;2754
63222377;2754
63286593;2754
65021031;2754
65080478;2754
65376801;2754
65525298;2754
66256370;2754
66484819;2754
68270924;2754
68399214;2754
69918249;2754
67051009;2799
67066573;2811
67500468;2811
69668703;2811
60323481;2825
60622868;2825
61475588;2825
63131269;2825
63707416;2825
64933585;2825
65328906;2825
65391080;2825
66014762;2825
66086808;2825
68473458;2825
64933585;2826
68473458;2826
60270114;2836
64422733;2836
67151899;2836
69751818;2836
66265330;2867
61846171;2869
63890191;2869
64614242;2869
63584814;2877
64121235;2878
65181349;2878
65880598;2878
67891013;2878
69233327;2878
69464049;2878
65282348;2905
67218579;2905
61055303;2914
62227318;2914
62344129;2914
64285722;2914
65910155;2914
66241856;2914
67208161;2914
67215405;2914
69175660;2914
69649845;2914
63914596;2934
64205548;2934
68097237;2934
69033757;2934
69388740;2934
60330700;2940
60371120;2940
62245483;2940
63798152;2940
64216427;2940
64795700;2940
65836776;2940
66221622;2940
67189387;2940
68931884;2940
68966337;2940
69221111;2940
69545939;2940
69744670;2940
60900520;2947
61368020;2947
66312310;2947
69985493;2947
65630160;2962
66842675;2962
68332774;2962
60742935;2969
61391268;2969
60127671;2969
63103939;2969
67275135;2969
69242130;2969
62826517;2974
60373089;2987
63225932;2987
63439078;2987
69313759;2987
63271239;2993
63893967;2993
65745757;2993
65981622;2993
66813061;2993
63949533;2997
64404201;2997
63363997;3008
60981593;3009
61638010;3009
62159632;3009
62415398;3009
62740096;3009
62902865;3009
65354096;3009
66395950;3009
66955317;3009
67392754;3009
68303281;3009
68476867;3009
69769588;3009
60329242;3011
62093602;3011
62126714;3011
62530564;3011
65635346;3011
66972245;3011
68274328;3011
68491709;3011
69361469;3011
60662058;3012
68599161;3012
66679160;3013
67806034;3013
60244525;3018
60346626;3018
60582719;3018
60900520;3018
61117445;3018
61158552;3018
61274635;3018
61278936;3018
61344350;3018
61387280;3018
61475677;3018
61528101;3018
61598886;3018
61684869;3018
61881286;3018
62001372;3018
62201138;3018
62206181;3018
62278056;3018
62403531;3018
62868498;3018
62884698;3018
62922298;3018
63378604;3018
63515348;3018
63979626;3018
64060871;3018
64090327;3018
64119056;3018
64316274;3018
64605923;3018
65047243;3018
65107085;3018
65428529;3018
65461618;3018
65512240;3018
65573834;3018
65635346;3018
65810824;3018
65919752;3018
66032721;3018
66046856;3018
66055652;3018
66067708;3018
66121209;3018
66286011;3018
66312310;3018
66383389;3018
66809426;3018
67136790;3018
67320527;3018
67563080;3018
67627711;3018
67821367;3018
67890947;3018
67968730;3018
67998759;3018
68120650;3018
68225352;3018
68341093;3018
68472961;3018
68491709;3018
68509057;3018
68604270;3018
68874789;3018
69077294;3018
69083660;3018
69123770;3018
69158682;3018
69430342;3018
69540251;3018
69734808;3018
69754337;3018
69854234;3018
69869147;3018
60420681;3019
61035382;3019
61106121;3019
62427265;3019
63337059;3019
65236258;3019
65582819;3019
65621001;3019
65841474;3019
65955652;3019
66728771;3019
69669723;3019
60438793;3020
60711128;3020
62125473;3020
62048105;3026
62555293;3026
63030409;3037
60226915;3044
60763961;3044
60951543;3044
60966659;3044
62042675;3044
63183351;3044
63198531;3044
63314886;3044
63396673;3044
63447071;3044
63690162;3044
63895548;3044
64024124;3044
64077212;3044
64181200;3044
64324919;3044
64357132;3044
64597818;3044
64671866;3044
64863635;3044
65004968;3044
65249476;3044
65282490;3044
65548788;3044
65589393;3044
65670297;3044
65899367;3044
65917712;3044
65933549;3044
66283015;3044
66416978;3044
66507470;3044
66781076;3044
67094067;3044
67287707;3044
67424846;3044
68040364;3044
68123098;3044
68424233;3044
68775531;3044
68853446;3044
68902014;3044
69016462;3044
69317889;3044
69555470;3044
69806289;3044
60052254;3048
61128922;3048
66294104;3048
68486676;3063
69281980;3063
69588545;3068
66819413;3072
60120666;3082
66997501;3085
67995282;3085
61111570;3088
61146920;3088
65082408;3088
65403440;3088
66769558;3088
67313123;3088
67423452;3088
67554633;3088
68856759;3088
69448162;3088
69858332;3088
63262521;3089
61137191;3093
68673035;3093
63831613;3096
66500636;3096
69313759;3096
64296448;3100
64395574;3100
64485833;3100
67730914;3102
69637743;3102
61162942;3107
61348441;3107
61751232;3107
62018101;3107
63936571;3107
64755969;3107
66311831;3107
66769394;3107
68300762;3107
68815221;3107
68852682;3107
64805297;3119
62516059;3121
62516059;3122
60438793;3127
62125473;3127
69870854;3127
61989753;3128
69149943;3128
69708941;3131
66679160;3133
67806034;3133
64754536;3146
67940065;3146
60202031;3147
60619320;3147
62575926;3147
65183859;3147
67892841;3147
68056906;3147
61728237;3149
63371015;3149
63824615;3149
64343809;3149
68045361;3149
69857248;3149
64653964;3151
64653964;3152
63976911;3157
64892672;3158
69057530;3158
67500468;3165
64805297;3170
64914072;3178
61168404;3188
65889234;3188
69520658;3188
61688928;3192
61732342;3192
62181301;3192
62263143;3192
63262521;3192
63536221;3192
64292268;3192
64571887;3192
65104897;3192
65161713;3192
67119257;3192
69998996;3192
60082023;3193
60475749;3193
60997900;3193
61501816;3193
61617685;3193
61697158;3193
63713344;3193
64406451;3193
64412536;3193
66865154;3193
68144352;3193
68905163;3193
69730375;3193
67231270;3197
62535885;3198
60298028;3208
60803021;3215
66627288;3215
65227405;3218
65570749;3218
68056596;3218
60019329;3225
60028495;3225
61447165;3225
62382724;3225
64741955;3225
64881366;3225
65330992;3225
66011467;3225
66335825;3225
67103299;3225
67453787;3225
67657117;3225
67698929;3225
68561883;3225
68781121;3225
60356613;3226
60774947;3226
60856668;3226
61126992;3226
61264178;3226
61676413;3226
62015977;3226
62512769;3226
62949651;3226
64032562;3226
64197133;3226
64631754;3226
64645960;3226
64946508;3226
65017848;3226
65116508;3226
65290658;3226
65378211;3226
66385187;3226
67352838;3226
68046157;3226
68256579;3226
68484668;3226
69087107;3226
69292959;3226
69368816;3226
69487126;3226
69961371;3226
69989424;3226
60133432;3229
60338227;3229
60464891;3229
60940109;3229
61127457;3229
61829528;3229
63328416;3229
63405058;3229
63760988;3229
64404361;3229
65799705;3229
65847744;3229
66078868;3229
66198401;3229
66367100;3229
66646363;3229
66784955;3229
66819541;3229
67842151;3229
67959286;3229
68518661;3229
68913174;3229
68948990;3229
69449086;3229
69874361;3229
69928058;3229
62362369;3236
62717382;3236
62783375;3236
63627532;3236
64080831;3236
64367525;3236
64661854;3236
65488729;3236
65771499;3236
66837710;3236
68974273;3236
69035345;3236
69467732;3236
69833133;3236
64424727;3239
68314356;3239
68752760;3239
69068587;3239
61572941;3245
66856803;3265
60752908;3271
63163509;3271
67183480;3271
67565882;3271
69378155;3271
63681430;3276
64296448;3291
69200569;3291
69967680;3291
60165234;3296
60217542;3296
60703220;3296
63241491;3296
64296448;3296
64653284;3296
65578226;3296
65744121;3296
67561492;3296
67719775;3296
60985314;3302
67035485;3302
60259993;3307
63709164;3307
65111532;3307
66228022;3307
67877234;3307
69321040;3307
60259993;3309
63709164;3309
65111532;3309
66228022;3309
67877234;3309
69321040;3309
60259993;3310
60444084;3310
61145900;3310
62361438;3310
63709164;3310
65111532;3310
66228022;3310
67877234;3310
69128244;3310
69321040;3310
60814943;3312
65164218;3312
64986431;3314
68865904;3314
67250203;3315
68758674;3315
60371120;3321
63798152;3321
68966337;3321
65529574;3332
67477432;3332
68538735;3332
69026054;3332
69521265;3332
65205871;3335
60130742;3339
60518378;3339
60639052;3339
60730064;3339
60768652;3339
61621776;3339
65067139;3339
66410968;3339
67195461;3339
67461225;3339
67890616;3339
63907395;3344
65565944;3348
68879708;3348
69731801;3348
62469022;3354
60406856;3371
62003149;3371
62305457;3371
62466236;3371
62794329;3371
63421272;3371
65943479;3371
67175398;3371
69160822;3371
64726914;3376
68648128;3377
61184134;3385
61884211;3385
62714607;3385
63127491;3385
63603054;3385
66577967;3385
67587398;3385
63552179;3390
65979518;3390
60408405;3394
60914559;3396
63866137;3396
67527650;3396
69898864;3396
60929447;3401
62516059;3407
65655224;3409
61602516;3410
60798567;3434
61605665;3434
62067340;3434
66085108;3434
68739115;3434
62307903;3434
66129490;3434
66586731;3434
66592652;3434
66604389;3434
68039248;3434
68176656;3434
60037327;3437
68921865;3438
69796051;3438
64879963;3450
62217480;3455
64093184;3455
64875819;3455
65418143;3455
66490117;3455
66905809;3455
67901048;3455
68074594;3455
68204461;3455
68861083;3455
69040082;3455
69156724;3455
69278991;3455
61291531;3456
68050732;3456
68133651;3459
60759678;3460
61541629;3460
61621858;3460
61697350;3460
61860121;3460
66238760;3460
66418648;3460
66947007;3460
69241765;3460
69329731;3460
69738404;3460
69742445;3460
60253606;3469
60542703;3469
60916357;3469
61786112;3469
65198829;3469
66487256;3469
63696425;3478
60208447;3482
60274212;3482
60420681;3482
60715870;3482
61074175;3482
61117445;3482
61684869;3482
61786735;3482
61881286;3482
61960303;3482
61983743;3482
62083608;3482
62201138;3482
62217480;3482
62322104;3482
62427265;3482
62789435;3482
62824950;3482
62868498;3482
62932118;3482
62947013;3482
63104382;3482
63163224;3482
63183821;3482
63337059;3482
63378604;3482
63740918;3482
64093184;3482
64115983;3482
64743130;3482
64837010;3482
64875819;3482
65418143;3482
65461618;3482
66032721;3482
66067708;3482
66286011;3482
66490117;3482
66728771;3482
66743613;3482
66809426;3482
66905809;3482
67592324;3482
67678175;3482
67901048;3482
67972077;3482
68074594;3482
68204461;3482
68575185;3482
68861083;3482
69040082;3482
69063120;3482
69156724;3482
69278991;3482
69667989;3482
69911176;3482
69982586;3482
69985493;3482
60382608;3484
60436479;3496
60546502;3496
61037294;3496
61548837;3496
61841085;3496
62390482;3496
64273983;3496
64547046;3496
65096621;3496
66415164;3496
67215736;3496
67782430;3496
68523847;3496
68964585;3496
69179872;3496
62000861;3498
69069251;3498
64126741;3505
64799780;3505
64801797;3505
62999444;3507
62431954;3511
65902500;3511
66315349;3511
66858302;3511
68156358;3511
61243216;3540
62294181;3540
64228123;3540
65055507;3540
64180995;3550
64614242;3557
65711534;3557
61754100;3559
63196690;3559
63744069;3559
63820175;3559
63883282;3559
64245247;3559
64532012;3559
64720167;3559
65195719;3559
65376705;3559
65779001;3559
66055182;3559
66086181;3559
66179486;3559
67359188;3559
68036348;3559
68174071;3559
68365226;3559
68886446;3559
69077942;3559
61520834;3560
60602431;3563
64577534;3563
68928009;3563
69428971;3563
63555111;3574
60418577;3576
61229914;3576
62416945;3576
62785942;3576
64130608;3576
64317077;3576
65657296;3576
66216059;3576
66741822;3576
67561492;3576
62718801;3579
63096850;3579
63444050;3579
63893967;3579
64317077;3579
65057910;3579
65655256;3579
67719775;3579
67967201;3579
68390471;3579
69289055;3579
69627763;3579
69708941;3581
61331730;3590
65000261;3599
68942457;3599
60349711;3602
60716659;3602
61767806;3602
67657448;3602
67950198;3602
68465155;3602
63339544;3602
64228123;3602
64860564;3602
66705623;3602
68202115;3602
68245006;3602
60208447;3605
60420681;3605
60715870;3605
61074175;3605
61117445;3605
61684869;3605
61786735;3605
61881286;3605
61960303;3605
61983743;3605
62083608;3605
62201138;3605
62322104;3605
62427265;3605
62789435;3605
62868498;3605
62947013;3605
63104382;3605
63163224;3605
63183821;3605
63337059;3605
63378604;3605
63740918;3605
64115983;3605
64743130;3605
64837010;3605
64875819;3605
65461618;3605
66032721;3605
66067708;3605
66286011;3605
66490117;3605
66534581;3605
66728771;3605
66743613;3605
66809426;3605
67592324;3605
67678175;3605
67972077;3605
68575185;3605
69063120;3605
69278991;3605
69667989;3605
69911176;3605
69985493;3605
63531498;3610
66631817;3610
66090799;3611
60117638;3613
60126612;3613
60493811;3613
61141332;3613
61941356;3613
62153864;3613
62459811;3613
62862118;3613
63096850;3613
63153582;3613
63271239;3613
64279769;3613
64296448;3613
64307268;3613
65131474;3613
67139772;3613
68035748;3613
69261401;3613
69289055;3613
69372750;3613
69816276;3626
60298028;3627
61601542;3633
62036900;3633
60894334;3641
65239674;3641
68599161;3641
62782070;3654
64860564;3661
69783762;3661
60253606;3666
60542703;3666
60916357;3666
61786112;3666
61989408;3666
63477424;3666
64378475;3666
64482812;3666
65860243;3666
67734528;3666
68138584;3671
62817482;3673
68572869;3673
69232606;3673
69767256;3673
60814943;3675
65164218;3675
66586731;3675
66592652;3675
67756752;3675
65923811;3676
69763208;3676
60111813;3682
60156413;3682
60159128;3682
60536209;3682
60543292;3682
60565730;3682
60748062;3682
61516679;3682
61819530;3682
62246560;3682
62259814;3682
62318928;3682
62421725;3682
62788988;3682
63429842;3682
63458160;3682
63508866;3682
64155419;3682
64371242;3682
64408146;3682
64436163;3682
64698571;3682
64707020;3682
64879575;3682
65265384;3682
65306863;3682
65314422;3682
65471270;3682
65569348;3682
65722018;3682
66164527;3682
66834290;3682
67037244;3682
67205012;3682
67413458;3682
67415847;3682
67620962;3682
67764254;3682
68128273;3682
68162083;3682
68186440;3682
68355755;3682
68464046;3682
68565554;3682
69155138;3682
69939179;3682
69974066;3682
63019163;3683
66909565;3683
63320939;3691
63477424;3691
64378475;3691
64482812;3691
61878361;3700
60443192;3709
69793728;3727
64805297;3728
66383389;3738
68213528;3738
64908596;3740
63778993;3748
69980699;3748
62215020;3752
62443305;3752
62918969;3752
62999615;3752
64556465;3752
66688184;3752
67609631;3752
69688894;3752
69839823;3752
65193458;3759
67545424;3759
60040145;3777
60665862;3778
60980954;3778
61164092;3778
61743335;3778
61837560;3778
61889112;3778
61955893;3778
62229155;3778
62298240;3778
62374058;3778
62566852;3778
62593867;3778
62633767;3778
62686809;3778
62760565;3778
63091230;3778
63105833;3778
63130270;3778
63169608;3778
63248991;3778
63652560;3778
63722770;3778
64178204;3778
64547128;3778
64591509;3778
64611965;3778
64779564;3778
65124483;3778
66226772;3778
66245331;3778
66675386;3778
66795478;3778
67056159;3778
67127581;3778
67960413;3778
68406840;3778
68525862;3778
68534402;3778
68754366;3778
69205370;3778
69537134;3778
69544246;3778
69798127;3778
61006320;3779
63010787;3782
63826609;3782
65282348;3782
62455371;3790
64805297;3806
65572846;3806
64199305;3818
68039248;3818
67204533;3826
64912776;3827
61889660;3848
66160639;3848
61300756;3850
62553246;3850
66710887;3850
67721541;3850
69941269;3850
66617130;3860
69840366;3860
68886179;3865
64032854;3868
60092590;3885
60472849;3885
60485953;3885
60660790;3885
60701582;3885
60754528;3885
60793381;3885
60817925;3885
60843197;3885
60914000;3885
60929244;3885
61010906;3885
61186758;3885
61396347;3885
61721132;3885
61863085;3885
61992169;3885
62456046;3885
62614667;3885
62892111;3885
63297052;3885
63338129;3885
63548323;3885
63922746;3885
64105964;3885
64275824;3885
64422676;3885
64470678;3885
64573354;3885
64595144;3885
64757532;3885
64786092;3885
64793585;3885
64855371;3885
65065736;3885
65122219;3885
65133532;3885
65247735;3885
65436636;3885
65456667;3885
65675045;3885
65927172;3885
66037184;3885
66384181;3885
66749235;3885
66794579;3885
66818261;3885
66851724;3885
66867148;3885
66903295;3885
67107269;3885
67248405;3885
67444539;3885
67719818;3885
68077882;3885
68080241;3885
68134034;3885
68232927;3885
68418180;3885
68430364;3885
68485478;3885
69044807;3885
69355498;3885
69536979;3885
69606865;3885
69855628;3885
69910715;3885
60004277;3902
60187501;3902
60302512;3902
60883708;3902
61019912;3902
61618029;3902
61774284;3902
61942668;3902
61967205;3902
62016239;3902
62277520;3902
62503389;3902
62575470;3902
62602914;3902
62705088;3902
62754046;3902
62870531;3902
63686872;3902
63902626;3902
64090124;3902
64325330;3902
64368641;3902
64563132;3902
64743949;3902
65137071;3902
65145933;3902
65254758;3902
65310242;3902
65569444;3902
65586358;3902
65700160;3902
65725046;3902
65946703;3902
66127952;3902
66139659;3902
66732022;3902
67140059;3902
67204056;3902
67222054;3902
67338660;3902
67452913;3902
67672514;3902
67701695;3902
67737307;3902
67750518;3902
67877152;3902
68382930;3902
68462198;3902
68470444;3902
68753129;3902
68849914;3902
69196658;3902
69420661;3902
69553238;3902
69612398;3902
69935871;3902
62263143;3904
64292268;3904
64571887;3904
65161713;3904
68515843;3904
69223308;3904
69998996;3904
66784955;3921
64085814;3927
60307032;3929
60521470;3929
60527320;3929
61181985;3929
61308938;3929
61685323;3929
61729741;3929
61820358;3929
62098492;3929
62326387;3929
62774928;3929
63220999;3929
63560628;3929
64003525;3929
64126264;3929
64190434;3929
64412162;3929
64767722;3929
64772993;3929
65063233;3929
65261489;3929
65284281;3929
65373901;3929
65435445;3929
65910326;3929
66108628;3929
66240875;3929
66395110;3929
66531838;3929
66614426;3929
66619779;3929
66625604;3929
66710638;3929
66751033;3929
66854713;3929
66860082;3929
66977744;3929
67315124;3929
67460721;3929
67948749;3929
68250551;3929
68346119;3929
68956300;3929
69043160;3929
69344548;3929
69369042;3929
69457211;3929
69474118;3929
69511634;3929
69722161;3929
69913825;3929
62545178;3933
67338728;3933
69345098;3933
62210849;3940
64725221;3940
68216773;3940
68778431;3940
67013695;3945
64875819;3946
66490117;3946
69278991;3946
69985493;3946
66592652;3955
60399956;3969
61788266;3969
61861910;3969
62066822;3969
62944693;3969
62998997;3969
64052764;3969
64970338;3969
65632624;3969
65923640;3969
66105571;3969
66482348;3969
67235518;3969
67294573;3969
68081368;3969
68694175;3969
69303640;3969
61788266;3970
62998997;3970
65923640;3970
68081368;3970
66768488;3974
66330098;3980
61539350;3981
62002809;3981
62597050;3981
63080629;3981
63226984;3981
64949002;3981
65009278;3981
65424299;3981
65788737;3981
66203873;3981
66216486;3981
66730562;3981
66871876;3981
67411585;3981
67652611;3981
68967656;3981
60111101;3984
60240181;3984
60535623;3984
61001031;3984
61091986;3984
61447165;3984
62305457;3984
62444396;3984
62543825;3984
63160388;3984
64700264;3984
64987202;3984
65462467;3984
66383154;3984
66511376;3984
66700359;3984
66705623;3984
66824638;3984
67202735;3984
67288307;3984
67312509;3984
67312740;3984
68022996;3984
68603460;3984
68617360;3984
68675328;3984
69937648;3984
60027685;4000
69200761;4000
61443583;4006
61678528;4006
62153864;4006
63529999;4006
64226229;4006
65131474;4006
67139772;4006
69397522;4006
69736225;4006
66011780;4009
60182237;4028
60252027;4028
61204836;4028
64902547;4028
67658226;4028
62583314;4031
64228123;4031
60005856;4034
62737673;4034
67557907;4034
68572075;4034
61212594;4041
60307630;4042
62263143;4042
66369763;4042
66047164;4046
67885537;4053
60092590;4090
60472849;4090
60701582;4090
60754528;4090
60817925;4090
60843197;4090
60914000;4090
61010906;4090
61186758;4090
61396347;4090
61721132;4090
61863085;4090
61992169;4090
62456046;4090
62614667;4090
62892111;4090
63297052;4090
63338129;4090
63548323;4090
64105964;4090
64275824;4090
64422676;4090
64595144;4090
64757532;4090
64793585;4090
64855371;4090
65133532;4090
65247735;4090
65436636;4090
65927172;4090
66037184;4090
66749235;4090
66794579;4090
66818261;4090
66851724;4090
66903295;4090
67107269;4090
67248405;4090
67444539;4090
67719818;4090
68077882;4090
68080241;4090
68232927;4090
68418180;4090
68430364;4090
69044807;4090
69355498;4090
69536979;4090
69606865;4090
69855628;4090
69910715;4090
61683735;4097
62892143;4099
60154309;4100
60258521;4100
60925192;4100
61406236;4100
61951635;4100
62325673;4100
62709485;4100
63126635;4100
63241491;4100
63587205;4100
64015292;4100
66609596;4100
66870226;4100
67581235;4100
68829541;4100
69297657;4100
69985493;4108
61001031;4113
63160388;4113
64987202;4113
67312509;4113
60202031;4119
61011463;4119
63509053;4119
65183859;4119
65661049;4119
65935062;4119
66312972;4119
66793185;4119
67343757;4119
67587455;4119
68527678;4119
69758976;4119
67708750;4121
69228091;4121
61231388;4129
61920248;4129
62887979;4129
63358726;4129
65372144;4129
65897327;4129
68276457;4129
61551064;4133
65130778;4133
63339544;4134
62885889;4148
65395602;4148
67939789;4148
68869347;4148
69937648;4148
68043143;4149
60476979;4150
61001686;4150
61308525;4150
61397901;4150
61883472;4150
62533756;4150
62626185;4150
63358772;4150
63667263;4150
65395919;4150
66063364;4150
66792973;4150
67839899;4150
68173375;4150
68551234;4150
69697199;4150
69984085;4150
62090079;4155
62278227;4155
67367270;4155
67904304;4155
67025142;4167
60238376;4168
61269645;4168
64182868;4168
65397471;4168
65630160;4168
65955652;4168
66047164;4168
67928230;4168
68288833;4168
69501476;4168
63941426;4171
63394747;4176
68579162;4176
68138584;4178
60003620;4179
60130062;4179
60241874;4179
60260910;4179
60571391;4179
60701778;4179
61159056;4179
61209203;4179
61749562;4179
62013175;4179
62096580;4179
62294904;4179
62672656;4179
62904108;4179
63111747;4179
63295400;4179
63327481;4179
63389629;4179
64110541;4179
64495254;4179
64976412;4179
65086755;4179
65781696;4179
66202052;4179
66248181;4179
66594817;4179
66710887;4179
66928163;4179
66958014;4179
67089369;4179
67240942;4179
67278868;4179
67608173;4179
68340034;4179
68706624;4179
68711009;4179
61235109;4180
61959781;4180
65512429;4180
60805638;4184
61750511;4184
62157019;4184
63101233;4184
62000384;4186
68613807;4186
65602079;4187
61105215;4188
64059844;4188
60028680;4191
62664645;4191
63096850;4191
63785703;4191
64653284;4191
68182666;4195
65973294;4196
60107932;4204
60260166;4204
61224739;4204
61269645;4204
61774341;4204
65946710;4204
65051900;4204
65397471;4204
67300325;4204
67885195;4204
68454116;4204
69027277;4204
69488452;4204
62614400;4212
60943219;4216
61876410;4216
63568607;4216
64433039;4216
67476501;4216
68338784;4216
60448702;4235
61930096;4235
65167997;4235
65750195;4235
67857477;4235
68773676;4235
65812177;4249
63520562;4262
64834605;4268
67034180;4268
61356349;4271
60149276;4278
60237858;4278
60565310;4278
62682216;4278
63599951;4278
67705850;4278
67732872;4278
69864367;4278
60533348;4280
61459178;4280
61940980;4280
62227058;4280
63182694;4280
63467985;4280
64753847;4280
66545179;4280
67468771;4280
68649778;4280
69325747;4280
69553494;4280
69556177;4280
69981662;4280
62235247;4281
60940721;4287
61444482;4287
61847608;4287
62512491;4287
62617300;4287
65893688;4287
66620660;4287
67361246;4287
68457870;4287
63233249;4305
63485289;4305
69497711;4305
61391268;4309
60127671;4309
63339544;4309
64805297;4312
60238376;4326
62490835;4326
64743130;4326
66743613;4326
67288307;4326
68675328;4326
69501476;4326
67983159;4342
60253606;4347
64424727;4347
69068587;4347
65198829;4349
66487256;4349
69068587;4349
69290698;4361
65464991;4400
66449857;4400
68322762;4400
69140061;4400
60110031;4401
63478704;4401
63981189;4401
64506327;4401
64623818;4401
65014581;4401
65883904;4401
66167473;4401
67381537;4401
68199199;4401
62124478;4403
67292476;4403
65384417;4409
66064765;4409
68633852;4413
60232074;4415
60330700;4415
60371120;4415
60662058;4415
61016624;4415
62245483;4415
63798152;4415
64216427;4415
64795700;4415
66109317;4415
66221622;4415
66679160;4415
67189387;4415
68966337;4415
69221111;4415
69545939;4415
69744670;4415
69819219;4415
68599161;4422
66383389;4423
66129490;4429
64805297;4433
60754492;4442
60892792;4442
60915020;4442
61037255;4442
61052830;4442
61073372;4442
61182628;4442
61232102;4442
61850725;4442
62640174;4442
62818762;4442
62844369;4442
63079915;4442
63119726;4442
63146246;4442
63424425;4442
63432557;4442
63701267;4442
64012517;4442
64217415;4442
64366672;4442
64754205;4442
64873679;4442
64947414;4442
65305327;4442
65501475;4442
65646848;4442
65940127;4442
66082820;4442
66319493;4442
66538626;4442
66895877;4442
67212074;4442
67235735;4442
67335269;4442
67346461;4442
67495373;4442
67547090;4442
67816854;4442
68117871;4442
68196071;4442
68319595;4442
68347388;4442
68583940;4442
68915976;4442
68942820;4442
69022401;4442
69046402;4442
69065160;4442
69294611;4442
69448283;4442
69476418;4442
69816582;4442
69916198;4442
69939574;4442
60798567;4455
61605665;4455
62067340;4455
62307903;4455
66085108;4455
68739115;4455
64805297;4455
65539860;4455
66129490;4455
66604389;4455
67756752;4455
68039248;4455
68176656;4455
68802779;4455
63262521;4456
60022275;4458
60251516;4458
60259242;4458
60439087;4458
60703590;4458
61245968;4458
61307284;4458
61361104;4458
61444436;4458
62903853;4458
63334650;4458
63604206;4458
63785468;4458
65328888;4458
66838591;4458
67377186;4458
67439104;4458
68364487;4458
68480335;4458
69012567;4458
69091123;4458
63605824;4468
63830290;4468
64876209;4468
68005178;4468
61774341;4475
63425566;4475
65417881;4475
61202365;4476
60887610;4491
64805297;4492
63597509;4503
67132571;4503
60152607;4509
62243639;4509
62421127;4509
66322048;4509
68163833;4509
68791304;4509
65365616;4511
67289786;4511
62223316;4532
67679220;4532
66511376;4537
66705623;4537
67312509;4537
60307630;4546
60517707;4546
60635449;4546
60681425;4546
61105215;4546
61189302;4546
61460668;4546
62083608;4546
62263143;4546
63163224;4546
63262521;4546
63274872;4546
64115983;4546
64648262;4546
65125998;4546
66369763;4546
66498605;4546
67512328;4546
67678175;4546
68575185;4546
69552499;4546
69812630;4546
62217480;4549
64093184;4549
65418143;4549
65635346;4549
66809426;4549
66905809;4549
67901048;4549
68074594;4549
68204461;4549
68861083;4549
69040082;4549
69156724;4549
67367270;4552
67904304;4552
62826517;4557
64396480;4558
69437098;4558
69948420;4558
61237035;4572
67848617;4586
68142433;4586
60019350;4587
