Identifiant,CodeCIS
1706,67737086
1707,67904083
1708,67904083
1709,60730566
1710,60223417
1711,61063232
1712,62601043
1713,64945242
1714,66520037
1715,69793977
1716,64638987
1717,66532840
1718,69107620
1719,61209203
1720,62294904
1721,66202052
1722,66594817
1723,67089369
1724,66367812
1725,62828920
1726,60393661
1727,65763132
1728,67071218
1729,69800507
1730,69260153
1731,66376626
1732,64559568
1733,63620349
1734,68386619
1735,65120677
1736,67843958
1737,67466119
1738,61442104
1739,62500731
1740,66643919
1741,69880873
1742,62598280
1743,63696471
1744,64449755
1745,62001372
1746,63979626
1747,61528101
1748,65768058
1749,65768058
1750,60248840
1751,60248840
1752,61477322
1753,61477322
1754,64199180
1755,68343525
1756,68343525
1757,63514730
1758,64044237
1759,66595716
1760,62201138
1761,66032721
1762,62142469
1763,64201368
1764,69867865
1765,62541023
1766,61846627
1767,68293517
1768,62434676
1769,60791708
1770,64019846
1771,66418655
1772,66727840
1773,67791066
1774,62794471
1775,60648770
1776,66949061
1777,64343410
1778,67114096
1779,60010084
1780,65708762
1781,64729383
1782,62292771
1783,60698225
1784,61648894
1785,66497617
1786,66681599
1787,68502917
1788,69448600
1789,68343525
1790,68343525
1791,60990496
1792,60990496
1793,64518219
1794,64605955
1795,64060864
1796,65283158
1797,63727550
1798,61881254
1799,65065800
1800,65422095
1801,69957483
1802,62689214
1803,63613333
1804,61192750
1805,61192750
1806,69567729
1807,69567729
1808,66607321
1809,66607321
1810,68164846
1811,68164846
1812,69990857
1813,69990857
1814,65635346
1815,62607886
1816,62691126
1817,60828932
1818,64093355
1819,65554531
1820,64061763
1821,64322882
1822,65686611
1823,63312554
1824,61988861
1825,61988861
1826,60473940
1827,63637409
1828,68003070
1829,69497729
1830,62689214
1831,63613333
1832,62524376
1833,66595463
1834,69302990
1835,60630822
1836,60630822
1837,64639797
1838,65019977
1839,65512240
1840,65919752
1841,68534402
1842,61158552
1843,68225352
1844,69158682
1845,69205370
1846,64150621
1847,69544246
1848,69531658
1849,69531658
1850,60814943
1851,61348441
1852,64755969
1853,68815221
1854,67352140
1855,68520121
1856,68520121
1857,68829452
1858,68829452
1859,66613769
1860,68324489
1861,65864619
1862,65864619
1863,60570108
1864,60570108
1865,68788824
1866,68788824
1867,61271518
1868,69166540
1869,62764909
1870,61378153
1871,61253153
1872,68914027
1873,64419961
1874,60567418
1875,60960777
1876,60789956
1877,63229891
1878,61666369
1879,61666369
1880,63026453
1881,63026453
1882,64598514
1883,64598514
1884,66056341
1885,66056341
1886,68174566
1887,68174566
1888,61849146
1889,63602479
1890,64387360
1891,65931110
1892,68328199
1893,69856153
1894,65574434
1895,63274872
1896,67296108
1897,67296108
1898,61256530
1899,61256530
1900,69394259
1901,69394259
1902,60061171
1903,60061171
1904,60891060
1905,60891060
1906,63931033
1907,68414260
1908,66915066
1909,66915066
1910,67434235
1911,62674714
1912,65022418
1913,61752409
1914,64597615
1915,65164182
1916,69171174
1917,60594326
1918,60594326
1919,64084954
1920,68516653
1921,68516653
1922,61583717
1923,61583717
1924,68563133
1925,67671540
1926,67671540
1927,69941269
1928,63415127
1929,69582503
1930,61429103
1931,65017887
1932,60635068
1933,64304400
1934,66099467
1935,66036869
1936,61730170
1937,60446726
1938,67974594
1939,63136857
1940,66302387
1941,62112248
1942,62007966
1943,62849220
1944,63108338
1945,61061605
1946,67267195
1947,62998997
1948,63191743
1949,63191743
1950,67273757
1951,67273757
1952,68479386
1953,68479386
1954,63191743
1955,63191743
1956,67273757
1957,67273757
1958,68479386
1959,68479386
1960,61726688
1961,66958014
1962,63047629
1963,63047629
1964,67180242
1965,67180242
1966,62598280
1967,63696471
1968,64449755
1969,63605272
1970,63605272
1971,60961427
1972,67947914
1973,62304490
1974,62304490
1975,65656881
1976,65656881
1977,63690956
1978,60866559
1979,67712453
1980,68671625
1981,65710304
1982,60782552
1983,60982072
1984,61543078
1985,64843668
1986,66121209
1987,69129168
1988,69129168
1989,67872447
1990,60912227
1991,62042376
1992,62042376
1993,62042376
1994,63895021
1995,63895021
1996,63895021
1997,68311292
1998,68311292
1999,68311292
2000,62607039
2001,69548383
2002,63409505
2003,65915316
2004,66426100
2005,61019983
2006,61491578
2007,62267070
2008,63329735
2009,64334824
2010,64935472
2011,65841346
2012,68085562
2013,67353986
2014,63626633
2015,66248181
2016,61641704
2017,61641704
2018,60249903
2019,60249903
2020,61505362
2021,61505362
2022,61892368
2023,61892368
2024,63212461
2025,63212461
2026,69381411
2027,69381411
2028,62206181
2029,62968616
2030,64183564
2031,62111751
2032,68153262
2033,68153262
2034,61102475
2035,61102475
2036,62550435
2037,62550435
2038,62550435
2039,67392245
2040,62652746
2041,60266265
2042,60685046
2043,63280448
2044,64629002
2045,67969992
2046,69474926
2047,64210310
2048,65677548
2049,62689214
2050,62689214
2051,63613333
2052,63613333
2053,62681445
2054,60388301
2055,60809088
2056,64600787
2057,69643899
2058,65319049
2059,60728597
2060,61353310
2061,61353310
2062,64348044
2063,65372571
2064,69355295
2065,61759695
2066,67866768
2067,64642836
2068,62403136
2069,60789956
2070,63229891
2071,66810994
2072,64453084
2073,64453084
2074,67160229
2075,67160229
2076,67393660
2077,67393660
2078,60897889
2079,60897889
2080,61553026
2081,67806479
2082,69994784
2083,62093424
2084,64456664
2085,64156624
2086,65675287
2087,67079617
2088,60664365
2089,61681780
2090,62756314
2091,64361814
2092,64679852
2093,65063557
2094,66702538
2095,66883241
2096,68337700
2097,68906742
2098,61968442
2099,60210811
2100,60320656
2101,60441558
2102,61296560
2103,61622967
2104,61819007
2105,62966825
2106,65033286
2107,65845654
2108,66280072
2109,67267028
2110,69288373
2111,61113361
2112,68678566
2113,60406781
2114,62815549
2115,66057023
2116,69772221
2117,61628308
2118,61628308
2119,69438015
2120,69438015
2121,60583187
2122,62542883
2123,63213271
2124,65313021
2125,60529816
2126,60789511
2127,65346733
2128,69749137
2129,62689214
2130,63613333
2131,66056836
2132,65532702
2133,64634775
2134,62029749
2135,66958808
2136,62003633
