Identifiant,CodeCIS
2137,66671295
2138,63371175
2139,68393396
2140,64461946
2141,65055507
2142,63820798
2143,64038832
2144,64038832
2145,64386835
2146,64386835
2147,66661714
2148,66661714
2149,62645506
2150,62645506
2151,62519589
2152,63760098
2153,63864524
2154,64705884
2155,67950458
2156,69068441
2157,60462965
2158,63150294
2159,61669899
2160,60326844
2161,61178416
2162,67868413
2163,67868413
2164,62793992
2165,60401745
2166,61019983
2167,62267070
2168,64935472
2169,65841346
2170,65687841
2171,62119972
2172,62964361
2173,67954855
2174,67954855
2175,67954855
2176,65647882
2177,60200938
2178,60200938
2179,61724662
2180,61724662
2181,63450968
2182,63450968
2183,63523416
2184,63523416
2185,63722806
2186,63722806
2187,64579649
2188,64579649
2189,65115915
2190,65115915
2191,65953509
2192,65953509
2193,66786187
2194,66786187
2195,67122310
2196,67122310
2197,68283829
2198,68283829
2199,61679306
2200,64769036
2201,65510809
2202,68034607
2203,68192016
2204,68330200
2205,68330200
2206,66367812
2207,66607321
2208,68164846
2209,69990857
2210,64453981
2211,64453981
2212,67237394
2213,61490049
2214,61697400
2215,62237643
2216,66139723
2217,66550571
2218,64126741
2219,67613291
2220,63887327
2221,60034644
2222,64606555
2223,62263257
2224,61106705
2225,65122863
2226,65122863
2227,68802989
2228,68802989
2229,65371633
2230,65371633
2231,68802779
2232,67025142
2233,65647882
2234,61651634
2235,61651634
2236,69522794
2237,69522794
2238,61342424
2239,61342424
2240,64124103
2241,69081937
2242,60663231
2243,61096983
2244,60670489
2245,60527320
2246,62774928
2247,66287654
2248,67303969
2249,69107620
2250,68330200
2251,62597431
2252,66677526
2253,63686801
2254,66985431
2255,60749787
2256,61548449
2257,66864636
2258,61400703
2259,61400703
2260,63210923
2261,63210923
2262,65766192
2263,65766192
2264,67466927
2265,69571802
2266,62856453
2267,65256289
2268,67654911
2269,65932917
2270,65932917
2271,67696579
2272,67696579
2273,68295219
2274,60634703
2275,61046628
2276,63247341
2277,64789302
2278,66166439
2279,68263666
2280,68963056
2281,64960760
2282,65358970
2283,66155948
2284,66155948
2285,60797376
2286,61111385
2287,64093355
2288,64139742
2289,60626471
2290,62962307
2291,62744504
2292,67947145
2293,69963066
2294,68758674
2295,61564097
2296,62972842
2297,62013296
2298,61386381
2299,61386381
2300,64064987
2301,64064987
2302,68446571
2303,68446571
2304,66404004
2305,61243216
2306,62294181
2307,67544048
2308,62205535
2309,69424357
2310,69537376
2311,69618515
2312,69774343
2313,64435022
2314,66707065
2315,69544933
2316,63715217
2317,63715217
2318,61791198
2319,63618451
2320,60196977
2321,65466309
2322,69264461
2323,66367812
2324,66367812
2325,66085108
2326,68739115
2327,60698990
2328,63063028
2329,64031567
2330,65604087
2331,65942854
2332,67129778
2333,68804011
2334,65338028
2335,64475255
2336,61868157
2337,65117396
2338,61035382
2339,63957761
2340,60931882
2341,60270114
2342,64422733
2343,67151899
2344,69751818
2345,69588545
2346,63053767
2347,66090799
2348,60118715
2349,60492702
2350,62390849
2351,68430688
2352,68316916
2353,64029712
2354,60250567
2355,60455789
2356,62744949
2357,64906111
2358,64913497
2359,65531319
2360,65745700
2361,66429153
2362,68260353
2363,68645071
2364,68695188
2365,64326051
2366,61145640
2367,63000533
2368,63657828
2369,64211191
2370,66592983
2371,63588061
2372,66835937
2373,64915021
2374,68829580
2375,60508302
2376,65987486
2377,69694018
2378,60329598
2379,60580134
2380,67756414
2381,68486929
2382,61659061
2383,61659061
2384,62708127
2385,62708127
2386,65020253
2387,65020253
2388,68818192
2389,68818192
2390,64436633
2391,67412121
2392,60058620
2393,64748533
2394,60035714
2395,62222050
2396,62591460
2397,62616878
2398,67862848
2399,60511177
2400,60511177
2401,61192750
2402,61192750
2403,69567729
2404,69567729
2405,67976232
2406,69341566
2407,66260582
2408,67656385
2409,61405814
2410,68284564
2411,62546668
2412,64283632
2413,69183696
2414,61056501
2415,62854947
2416,64598998
2417,65249056
2418,69022853
2419,60296931
2420,63336046
2421,66443181
2422,69783716
2423,65591476
2424,62457041
2425,63586968
2426,63588136
2427,67315206
2428,69260153
2429,64446015
2430,66301278
2431,63532582
2432,67834902
2433,69020667
2434,68992798
2435,67621498
2436,65905051
2437,62894653
2438,62894653
2439,63803884
2440,63803884
2441,61181266
2442,64337140
2443,62787822
2444,62787822
2445,61181266
2446,62173094
2447,63479642
2448,69594306
2449,67121308
2450,67121308
2451,60054376
2452,60054376
2453,67366695
2454,67366695
2455,68956656
2456,66915066
2457,66915066
2458,69690354
2459,69690354
2460,62967603
2461,62967603
2462,68352264
2463,68352264
2464,64281631
2465,60295320
2466,61430002
2467,61683322
2468,62860793
2469,62877102
2470,63069180
2471,66196012
2472,68582703
2473,63390065
2474,60664059
2475,63484283
2476,63484283
2477,65570603
2478,65570603
2479,65693901
2480,65693901
2481,64906556
2482,64906556
2483,64212005
2484,64212005
2485,67535280
2486,67535280
2487,66532840
2488,60608174
2489,60608174
2490,61182724
2491,62094362
2492,62760565
2493,62844771
2494,61662851
2495,61019983
2496,65841346
2497,66125702
2498,66125702
2499,60321676
2500,60321676
2501,67316379
2502,67316379
2503,68016146
2504,68016146
2505,64138003
2506,65657061
2507,61006320
2508,66398576
2509,61022698
2510,66281427
2511,68390553
2512,69481664
2513,66902357
2514,68439477
2515,61787869
2516,64942100
2517,64942100
2518,64057843
2519,63011177
2520,64102427
2521,64458989
2522,67877476
2523,60339756
2524,63194369
2525,61234861
2526,65436472
2527,60745194
2528,61598943
2529,64198452
2530,64699278
2531,67965563
2532,66454982
2533,69006393
2534,61548837
2535,61548837
2536,60791754
2537,61468896
2538,69786114
2539,61694240
2540,63390528
2541,67311535
2542,69724301
2543,62828920
2544,65407798
2545,65407798
2546,66906448
2547,66906448
2548,67080391
2549,67080391
2550,61193788
2551,61193788
2552,61529324
2553,61529324
2554,60385789
2555,64718928
2556,64936745
2557,65727442
2558,66785854
2559,63501366
2560,61634478
2561,62155071
2562,66413409
2563,66440064
2564,67655664
2565,63563115
2566,63892897
2567,67185182
2568,68852892
2569,69248642
2570,61080146
2571,68124691
2572,69123578
2573,60989476
2574,67854641
2575,67565715
2576,67565715
2577,67906013
2578,69005619
2579,69681960
2580,61331730
2581,60928936
2582,61848286
2583,64558256
2584,62924107
2585,67189273
2586,62783375
2587,69014721
2588,61680479
2589,60634703
2590,61245968
2591,63785468
2592,61766070
2593,61846118
2594,63816522
2595,64593798
2596,68617549
2597,63172629
2598,67080249
2599,69209162
2600,68438457
2601,62319791
2602,62319791
2603,62319791
2604,65158667
2605,65158667
2606,65158667
2607,65244963
2608,65244963
2609,65244963
2610,66962272
2611,66962272
2612,66962272
2613,67973720
2614,67973720
2615,67973720
2616,68243717
2617,68243717
2618,68243717
2619,69860739
2620,69860739
2621,69860739
2622,67813445
2623,60617020
2624,66604802
2625,66604802
2626,67546939
2627,67546939
2628,63504750
2629,67594841
2630,60133432
2631,60940109
2632,66819541
2633,69224470
2634,62722123
2635,65453475
2636,60958210
2637,63811361
2638,63562134
2639,63562134
2640,61983729
2641,67395654
2642,60779773
2643,60728597
2644,64562169
2645,61529993
2646,61529993
2647,62696479
2648,62696479
2649,67416486
2650,61786137
2651,61786137
2652,64256891
2653,64256891
2654,68722564
2655,60481517
2656,62635259
2657,62719472
2658,61402736
2659,64099785
2660,61110397
2661,69013007
2662,60215018
2663,60215018
2664,66071126
2665,66071126
2666,67649597
2667,67649597
2668,60151843
2669,60151843
2670,60545083
2671,65443214
2672,67523118
2673,67666657
2674,63326881
2675,64959295
2676,68494783
2677,60513598
2678,65203952
2679,65203952
2680,67133883
2681,67740837
2682,61680479
2683,65839815
2684,67138300
2685,64598731
2686,67423712
2687,67868694
2688,62136562
2689,68597477
2690,60975252
2691,65795468
2692,69898227
2693,68372441
2694,68372441
2695,62464573
2696,63371428
2697,63790853
2698,67412139
2699,61404477
2700,64745003
2701,65979151
2702,68378405
2703,62425937
2704,62425937
2705,66105991
2706,61255179
2707,66127361
2708,69632034
2709,62613693
2710,64140328
2711,66895425
2712,66693128
2713,62669247
2714,68646102
2715,61740809
2716,64050311
2717,64122611
2718,68680154
2719,65881230
2720,65459503
2721,67699931
2722,67772596
2723,60314272
2724,61861579
2725,61091947
2726,65471110
2727,62256597
2728,60241034
2729,61077659
2730,62090079
2731,64807985
2732,60705470
2733,61160254
2734,62080334
2735,69061411
2736,65347835
2737,66311429
2738,66311429
2739,68353583
2740,68353583
2741,66671459
2742,66105532
2743,65042132
2744,68066715
2745,60335124
2746,66127361
2747,66532840
2748,61634478
2749,62155071
2750,66413409
2751,60213914
2752,60213914
2753,63121232
2754,60457338
2755,66602114
2756,66449857
2757,66921927
2758,61017669
2759,69849244
2760,60070665
2761,63028422
2762,63878513
2763,64723850
2764,65058186
2765,65340755
2766,65938521
2767,69250216
2768,69579980
2769,64783769
2770,64783769
2771,65344586
2772,65344586
2773,69847318
2774,69847318
2775,66785434
2776,65822577
2777,68350199
2778,64098181
2779,64098181
2780,60670489
2781,61215042
2782,69919835
2783,63521785
2784,63521785
2785,66855092
2786,66855092
2787,61375189
2788,62127264
2789,62513223
2790,62956891
2791,64036532
2792,67553951
2793,67597054
2794,67686072
2795,68909069
2796,64347476
2797,64347476
2798,67042907
2799,67042907
2800,67134227
2801,67134227
2802,63832373
2803,67029888
2804,69351293
2805,63777286
2806,61229953
2807,68829121
2808,61189163
2809,61999103
2810,63145137
2811,63297419
2812,69247501
2813,63210987
2814,64870850
2815,67642460
2816,68291548
2817,68291548
2818,65217119
2819,67044235
2820,67901048
2821,68204461
2822,62932118
2823,66905809
2824,68795345
2825,67385005
2826,64150621
2827,69354916
2828,67355243
2829,69084488
2830,62978998
2831,60639892
2832,69107620
2833,69107620
2834,65756091
2835,69563150
2836,67291972
2837,64754454
2838,64700759
2839,68557867
2840,65616470
2841,62866052
2842,60385433
2843,60509781
2844,68257752
2845,66729161
2846,67284159
2847,67960413
2848,67329056
2849,63589409
2850,69541549
2851,66737158
2852,66737158
2853,67853742
2854,67853742
2855,61206641
2856,62229123
2857,62359608
2858,62377079
2859,64357958
2860,64967356
2861,65347326
2862,64391992
2863,65540866
2864,60476979
2865,62533756
2866,69984085
2867,60379619
2868,60379619
2869,63886766
2870,63886766
2871,64333925
2872,64333925
2873,64959320
2874,64959320
2875,66393935
2876,66393935
2877,68585546
2878,68585546
2879,68667580
2880,68667580
2881,68672848
2882,68672848
2883,61912155
2884,63592711
2885,64497789
2886,60033389
2887,60033389
2888,65355771
2889,65355771
2890,68956396
2891,68956396
2892,60205159
2893,67776438
2894,68393033
2895,66425614
2896,67337081
2897,62507754
2898,68502917
2899,64314490
2900,64314490
2901,60889903
2902,63023578
2903,68434003
2904,67707919
2905,69265691
2906,68520477
2907,61001031
2908,63047629
2909,63047629
2910,67180242
2911,67180242
2912,64426906
2913,60960624
2914,62944394
2915,64591854
2916,67334530
2917,67601314
2918,65917662
2919,65917662
2920,62517531
2921,68718338
2922,69854597
2923,66485102
2924,66545186
2925,68762014
2926,61782427
2927,68627340
2928,65620419
2929,65620419
2930,60928690
2931,68323501
2932,68340073
2933,61969188
2934,66296411
2935,60470990
2936,62116606
2937,66553941
2938,62464573
2939,63545028
2940,63545028
2941,61223740
2942,67398942
2943,62591460
2944,62616878
2945,67862848
2946,60468320
2947,60468320
2948,60368028
2949,60368028
2950,64400612
2951,64400612
2952,66311151
2953,66311151
2954,67724733
2955,67724733
2956,68045233
2957,68045233
2958,68990053
2959,68990053
2960,61211663
2961,61211663
2962,61615809
2963,61615809
2964,62200552
2965,62200552
2966,62490803
2967,62490803
2968,63006917
2969,63006917
2970,63806058
2971,63806058
2972,65612995
2973,65612995
2974,67610861
2975,67610861
2976,68954751
2977,68954751
2978,68988159
2979,68988159
2980,69174754
2981,69174754
2982,68950692
2983,66592652
2984,68601502
2985,66229252
2986,68085224
2987,68085224
2988,66537912
2989,61369617
2990,67044107
2991,69890458
2992,68502917
2993,67289786
2994,67424650
2995,67040450
2996,60920487
2997,60920487
2998,67884271
2999,67699931
3000,66097007
3001,64269668
3002,65194581
3003,60129957
3004,60791708
3005,64019846
3006,64768062
3007,64951170
3008,66151519
3009,66253794
3010,66418655
3011,66727840
3012,67670463
3013,67791066
3014,68660276
3015,69310332
3016,69472195
3017,69991749
3018,61574294
3019,63213392
3020,63213392
3021,67798840
3022,67798840
3023,60997188
3024,67703372
3025,69894392
3026,60705972
3027,61872547
3028,62197024
3029,63934848
3030,64459557
3031,65415275
3032,66900267
3033,68781833
3034,62286010
3035,64596029
3036,64829519
3037,67124724
3038,67124724
3039,67124724
3040,62121254
3041,67868413
3042,64669819
3043,60021312
3044,68550890
3045,68550890
3046,68828471
3047,68828471
3048,60270395
3049,60270395
3050,60552925
3051,60552925
3052,68055423
3053,62689214
3054,63613333
3055,62609556
3056,65503469
3057,64421453
3058,65459503
3059,66346693
3060,66282454
3061,66282454
3062,62550143
3063,67823902
3064,67823902
3065,67823902
3066,63597509
3067,62387842
3068,65808531
3069,69269825
3070,66300735
3071,66300735
3072,61092077
3073,61217812
3074,61604257
3075,61727612
3076,63395596
3077,63931834
3078,64297436
3079,68330403
3080,69208135
3081,62533496
3082,67413102
3083,65820786
3084,60823764
3085,60823764
3086,64627916
3087,64627916
3088,62080626
3089,64067524
3090,65315798
3091,65379402
3092,68283252
3093,68416845
3094,60627865
3095,61927584
3096,69256710
3097,65484054
3098,63941426
3099,60391646
3100,60345905
3101,61187454
3102,61187454
3103,62394153
3104,62394153
3105,64834936
3106,64834936
3107,64038832
3108,64038832
3109,66833683
3110,69537091
3111,69663414
3112,65000261
3113,68942457
3114,60199966
3115,60199966
3116,63675185
3117,63675185
3118,67868413
3119,60595727
3120,60595727
3121,60595727
3122,60595727
3123,64889982
3124,64889982
3125,64889982
3126,64889982
3127,60131132
3128,60131132
3129,60131132
3130,60131132
3131,65602428
3132,65602428
3133,65602428
3134,65602428
3135,60791754
3136,62161626
3137,63792701
3138,64983766
3139,69922564
3140,62177527
3141,65053285
3142,69743305
3143,60797807
3144,64966902
3145,65700541
3146,60715870
3147,67146044
3148,62966063
3149,68618836
3150,60992262
3151,64933044
3152,65936214
3153,62091099
3154,60327615
3155,60365078
3156,61137241
3157,63192215
3158,63112361
3159,60034085
3160,60673389
3161,61623065
3162,65629845
3163,62308535
3164,61232102
3165,69812744
3166,63564808
3167,67884271
3168,60150015
3169,68764346
3170,69674026
3171,68764346
3172,69674026
3173,60716805
3174,62521323
3175,67004301
3176,63774849
3177,69082149
3178,69082149
3179,69082149
3180,63599556
3181,66052179
3182,61054849
3183,69441965
3184,60516982
3185,62404028
3186,64603331
3187,62483787
3188,67316525
3189,62689214
3190,63613333
3191,61065315
3192,66955317
3193,61754342
3194,66678546
3195,68393396
3196,66710887
3197,66710887
3198,63485353
3199,64936439
3200,62756524
3201,63777215
3202,69548508
3203,69548508
3204,60855566
3205,67746384
3206,68986222
3207,68986222
3208,63964962
3209,60730566
3210,60391646
3211,66958808
3212,63390065
3213,65449480
3214,64391519
3215,65010266
3216,67298244
3217,66527665
3218,66673182
3219,68588624
3220,65436472
3221,61836184
3222,69449086
3223,66320218
3224,66320218
3225,61976154
3226,63463104
3227,60480810
3228,68324489
3229,69931556
3230,69931556
3231,61095956
3232,68343525
3233,68343525
3234,62482112
3235,61709735
3236,63820638
3237,64326560
3238,69240179
3239,68678872
3240,67667652
3241,60043038
3242,60332103
3243,69309547
3244,61847017
3245,61847017
3246,64141049
3247,62689214
3248,63613333
3249,60345905
3250,60345905
3251,60963595
3252,61042996
3253,66875942
3254,60920277
3255,60920277
3256,60549391
3257,60549391
3258,64392560
3259,69337678
3260,64746646
3261,64746646
3262,69857248
3263,69155138
3264,62529551
3265,64296925
3266,69270884
3267,60162494
3268,61932485
3269,65727595
3270,60420681
3271,63337059
3272,60162494
3273,61720870
3274,65043939
3275,61405814
3276,68284564
3277,63052124
3278,64566299
3279,60966449
3280,60966449
3281,61353310
3282,61353310
3283,61179297
3284,65525152
3285,68313699
3286,61085990
3287,62232411
3288,60037327
3289,64343809
3290,61300005
3291,65881006
3292,66154789
3293,67194854
3294,69088287
3295,68615007
3296,62231576
3297,64429514
3298,61026006
3299,69481664
3300,63028269
3301,63371015
3302,64858702
3303,60946980
3304,63012197
3305,63555182
3306,66287405
3307,69436007
3308,69891909
3309,63987103
3310,69960586
3311,60235768
3312,63216342
3313,63372843
3314,64478874
3315,67128815
3316,67875450
3317,62867040
3318,65231841
3319,63798152
3320,68966337
3321,67716786
3322,61729093
3323,62684103
3324,65529325
3325,68968199
3326,68213528
3327,68213528
3328,66597083
3329,64126741
3330,68179830
3331,68679426
3332,61397883
3333,64237955
3334,60152607
3335,60152607
3336,62421127
3337,62421127
3338,66322048
3339,66322048
3340,69303640
3341,67563080
3342,61598530
3343,62551633
3344,68429472
3345,69716272
3346,65599882
3347,65599882
3348,61480293
3349,67228541
3350,68264469
3351,69791271
3352,64396480
3353,64396480
3354,64396480
3355,69437098
3356,69437098
3357,69437098
3358,65808346
3359,66327091
3360,63803877
3361,66814925
3362,69865024
3363,60155329
3364,62729121
3365,69584073
3366,69584073
3367,69723217
3368,62516059
3369,60662058
3370,69559248
3371,69083564
3372,60875266
3373,60027685
3374,60372215
3375,65008233
3376,61402736
3377,66933317
3378,68140336
3379,69704761
3380,69791143
3381,60022275
3382,60251516
3383,67439104
3384,62504078
3385,66869238
3386,62944693
3387,62944693
3388,62998997
3389,62998997
3390,64970338
3391,64970338
3392,65923640
3393,65923640
3394,68081368
3395,68081368
3396,61204836
3397,65096621
3398,61380058
3399,64823509
3400,65691327
3401,65647512
3402,60172339
3403,61421786
3404,68031874
3405,66830922
3406,62223483
3407,61710470
3408,67126682
3409,67642154
3410,60917345
3411,65140320
3412,60457338
3413,66602114
3414,64664996
3415,64664996
3416,65599067
3417,65599067
3418,60691177
3419,69966888
3420,69688620
3421,60763114
3422,63870751
3423,66198796
3424,66308461
3425,61035382
3426,60614280
3427,65490018
3428,65490018
3429,67124076
3430,67124076
3431,65052692
3432,61853027
3433,69014721
3434,60423791
3435,61964294
3436,66927104
3437,68176916
3438,68955248
3439,62457493
3440,69443489
3441,69719090
3442,67312740
3443,68280975
3444,66303368
3445,60714918
3446,65609084
3447,65740589
3448,66384911
3449,66898948
3450,64579414
3451,64579414
3452,65441590
3453,65441590
3454,61621776
3455,65193337
3456,67846776
3457,67786749
3458,62340013
3459,62340013
3460,65408779
3461,65408779
3462,68664794
3463,69820901
3464,60578560
3465,64651319
3466,65893688
3467,65597714
3468,63578537
3469,68194106
3470,62130342
3471,62130342
3472,62130342
3473,64504550
3474,64504550
3475,64504550
3476,69653644
3477,69653644
3478,69653644
3479,64504550
3480,64504550
3481,69653644
3482,69653644
3483,62542634
3484,62229123
3485,62359608
3486,62377079
3487,64357958
3488,64967356
3489,65347326
3490,66330098
3491,63637409
3492,60997163
3493,63902334
3494,64328821
3495,60723461
3496,61090507
3497,66813969
3498,67230236
3499,66567236
3500,66367812
3501,62915154
3502,64029712
3503,63679504
3504,63679504
3505,64510425
3506,64510425
3507,61952527
3508,61952527
3509,63501124
3510,63501124
3511,68601502
3512,65881230
3513,60295427
3514,60268519
3515,69337532
3516,68236092
3517,67145106
3518,67145106
3519,61993424
3520,65666808
3521,69926534
3522,68298553
3523,68298553
3524,68583470
3525,68583470
3526,61829364
3527,61829364
3528,68470729
3529,68470729
3530,62409751
3531,64755150
3532,67728692
3533,61415541
3534,66684652
3535,69541570
3536,63851352
3537,60570229
3538,68499809
3539,69733859
3540,64053720
3541,66161755
3542,64018979
3543,68929381
3544,61382671
3545,61382671
3546,61382671
3547,64784134
3548,64784134
3549,64784134
3550,67270711
3551,67270711
3552,67270711
3553,63025935
3554,65150204
3555,68945058
3556,64457346
3557,61444482
3558,62617300
3559,66620660
3560,68457870
3561,66643449
3562,66643449
3563,61165116
3564,61165116
3565,62116606
3566,60222137
3567,62909137
3568,66035518
3569,69129638
3570,61217495
3571,68460165
3572,69467344
3573,60391646
3574,68330200
3575,67580471
3576,60560224
3577,61842988
3578,61136221
3579,61501691
3580,63431170
3581,64809018
3582,69581821
3583,69243168
3584,66592652
3585,60122507
3586,60122507
3587,64084865
3588,64084865
3589,64256749
3590,64256749
3591,65598392
3592,65598392
3593,60249903
3594,61505362
3595,61892368
3596,63212461
3597,69381411
3598,61050007
3599,61050007
3600,61387896
3601,61387896
3602,62611475
3603,62611475
3604,63092880
3605,63092880
3606,63817001
3607,63817001
3608,64003920
3609,64003920
3610,66157358
3611,66157358
3612,67667620
3613,67667620
3614,69176399
3615,69545056
3616,62689214
3617,66067708
3618,66286011
3619,61896473
3620,69599901
3621,63644987
3622,69568222
3623,62529551
3624,64296925
3625,69270884
3626,64465866
3627,69541570
3628,63566855
3629,67352140
3630,64645120
3631,65701216
3632,66648962
3633,66648962
3634,67306538
3635,67306538
3636,68906443
3637,61242331
3638,64263786
3639,68241075
3640,66835563
3641,61913385
3642,65109823
3643,68987922
3644,69104026
3645,69710351
3646,69946106
3647,61896847
3648,61896847
3649,63284005
3650,63284005
3651,64346723
3652,68211089
3653,67121475
3654,67121475
3655,61650831
3656,61872223
3657,64052173
3658,65132156
3659,65228400
3660,66081056
3661,67759549
3662,69304169
3663,60464222
3664,61353958
3665,62619550
3666,62832089
3667,64634501
3668,67193250
3669,67340490
3670,68705554
3671,60935279
3672,60935279
3673,60935279
3674,61885224
3675,61885224
3676,61885224
3677,61956187
3678,61956187
3679,61956187
3680,65835628
3681,62424027
3682,64701035
3683,69894104
3684,67396382
3685,61043653
3686,65667034
3687,67326619
3688,68058063
3689,68080063
3690,69658075
3691,60140010
3692,62553246
3693,66313063
3694,64767583
3695,60292349
3696,64225999
3697,61403425
3698,61403425
3699,66430942
3700,66430942
3701,63078350
3702,62311321
3703,62311321
3704,62901197
3705,62901197
3706,63671347
3707,63671347
3708,66840375
3709,66840375
3710,67997205
3711,67997205
3712,61467730
3713,64854611
3714,65320140
3715,67437758
3716,67003701
3717,68187446
3718,60639892
3719,64199305
3720,61751780
3721,63788717
3722,62253245
3723,60192594
3724,68009803
3725,69513592
3726,69513592
3727,69998996
3728,65956487
3729,67557120
3730,67951898
3731,65373851
3732,69918085
3733,68341093
3734,61926500
3735,61926500
3736,63558417
3737,65738047
3738,69230270
3739,66743143
3740,67854641
3741,66567236
3742,64102473
3743,61673399
3744,61673399
3745,62163538
3746,62163538
3747,61118807
3748,61232223
3749,62278832
3750,65323371
3751,65918860
3752,69482353
3753,68795701
3754,69613703
3755,67589506
3756,66472119
3757,66499002
3758,68523847
3759,61159056
3760,67608173
3761,68711009
3762,64766264
3763,60574505
3764,66256064
3765,66824150
3766,61955644
3767,67905662
3768,62027876
3769,62003633
3770,65393793
3771,61510352
3772,62148714
3773,63025141
3774,60508302
3775,60508302
3776,65987486
3777,65987486
3778,69694018
3779,69694018
3780,61902218
3781,69340279
3782,63245753
3783,64631925
3784,62080626
3785,64067524
3786,65143010
3787,65315798
3788,65379402
3789,68283252
3790,68416845
3791,68588503
3792,65028549
3793,62308535
3794,62308535
3795,64783769
3796,65344586
3797,69847318
3798,60624125
3799,63353686
3800,67128726
3801,67597175
3802,68820179
3803,60810891
3804,65741417
3805,68772407
3806,60530882
3807,61187301
3808,62518996
3809,65394952
3810,65991171
3811,66120057
3812,66794860
3813,67347855
3814,61784054
3815,62771825
3816,64507226
3817,66276750
3818,63781007
3819,66325208
3820,69342796
3821,65839815
3822,63729537
3823,65621955
3824,69607764
3825,61506083
3826,66937155
3827,61856322
3828,62933355
3829,64115257
3830,65156075
3831,66545581
3832,68652265
3833,61748649
3834,60821012
3835,60821012
3836,60821012
3837,65217119
3838,65217119
3839,65217119
3840,67044235
3841,67044235
3842,67044235
3843,60944716
3844,61411315
3845,61906519
3846,64280351
3847,64477690
3848,67710662
3849,61782473
3850,66383994
3851,61488347
3852,62688710
3853,65765012
3854,66125677
3855,67034675
3856,68312768
3857,69252719
3858,61855918
3859,61855918
3860,65100183
3861,65100183
3862,60564219
3863,62601043
3864,64945242
3865,69793977
3866,63872528
3867,63872528
3868,65796011
3869,65796011
3870,63094408
3871,63094408
3872,64620722
3873,64620722
3874,65922428
3875,65922428
3876,65981679
3877,65981679
3878,67194943
3879,67194943
3880,61249354
3881,61795442
3882,61795442
3883,62049552
3884,68594221
3885,63989385
3886,64050311
3887,65124914
3888,61923340
3889,69369640
3890,66407452
3891,65613168
3892,65613168
3893,68594342
3894,68594342
3895,63629490
3896,63629490
3897,64339586
3898,64339586
3899,65938724
3900,65938724
3901,64598731
3902,67423712
3903,60546662
3904,60546662
3905,61088036
3906,64122807
3907,69287499
3908,60368512
3909,60463095
3910,65350781
3911,67770321
3912,60246750
3913,60246750
3914,60588704
3915,60588704
3916,66299813
3917,66299813
3918,67705779
3919,67705779
3920,68901510
3921,68901510
3922,68158028
3923,66525842
3924,66833683
3925,69537091
3926,69663414
3927,61267669
3928,61267669
3929,65756091
3930,65756091
3931,66871253
3932,66871253
3933,67838060
3934,67838060
3935,69720897
3936,69720897
3937,61335561
3938,69966169
3939,60058008
3940,61695837
3941,66996659
3942,60425707
3943,62764332
3944,61171418
3945,63734630
3946,60703590
3947,61307284
3948,69012567
3949,69968095
3950,67255976
3951,63951694
3952,64579019
3953,60359196
3954,61979798
3955,64928499
3956,69756377
3957,68093737
3958,69111017
3959,69241562
3960,63771924
3961,66598776
3962,68334405
3963,68450790
3964,65357943
3965,62469613
3966,69998156
3967,68773758
3968,68773758
3969,69980852
3970,68674913
3971,68674913
3972,67015785
3973,63318475
3974,67656848
3975,65407232
3976,62092895
3977,63728481
3978,69494932
3979,67913602
3980,69503274
3981,62596393
3982,64016362
3983,64304674
3984,60378168
3985,61233389
3986,69761794
3987,62689214
3988,63613333
3989,62497388
3990,62497388
3991,67407786
3992,67407786
3993,62672834
3994,61881699
3995,61881699
3996,64494476
3997,64494476
3998,69869122
3999,69869122
4000,69470123
4001,62598280
4002,62598280
4003,63696471
4004,63696471
4005,64449755
4006,64449755
4007,61768865
4008,69998640
4009,64110541
4010,64110541
4011,65086755
4012,65086755
4013,61902232
4014,61902232
4015,61902232
4016,63040606
4017,63040606
4018,63040606
4019,68033779
4020,68033779
4021,68033779
4022,69955824
4023,69955824
4024,69955824
4025,63630635
4026,63630635
4027,63270308
4028,63270308
4029,61958462
4030,67802057
4031,69760411
4032,61117445
4033,63378604
4034,61196720
4035,67111171
4036,65529574
4037,69521265
4038,61400411
4039,63071085
4040,61502971
4041,66118412
4042,65424751
4043,65424751
4044,63473034
4045,65194528
4046,69636100
4047,60570108
4048,60570108
4049,67196556
4050,67196556
4051,67522144
4052,67522144
4053,68788824
4054,68788824
4055,63726943
4056,65493441
4057,65812106
4058,65835628
4059,63361640
4060,68712285
4061,63975599
4062,68578313
4063,64892672
4064,64892672
4065,61970183
4066,67061971
4067,69279221
4068,66425614
4069,66367812
4070,69443560
4071,63096551
4072,64085981
4073,67876901
4074,63174690
4075,66298483
4076,66257643
4077,66976254
4078,67810869
4079,60613157
4080,60780754
4081,62757373
4082,63877557
4083,64476439
4084,65082956
4085,67049435
4086,67963167
4087,68196203
4088,66346693
4089,60212424
4090,60212424
4091,62082004
4092,62082004
4093,64877364
4094,64877364
4095,66113600
4096,66113600
4097,67559559
4098,67559559
4099,66744925
4100,61406371
4101,67705462
4102,60059081
4103,61810983
4104,64348400
4105,68808796
4106,69348361
4107,61833327
4108,69643760
4109,60321676
4110,60321676
4111,67316379
4112,67316379
4113,68016146
4114,68016146
4115,60456154
4116,67974498
4117,68664125
4118,65250375
4119,67682298
4120,67952249
4121,69316449
4122,61429103
4123,65017887
4124,63885956
4125,62132998
4126,63024420
4127,63866361
4128,60135981
4129,66203859
4130,66007981
4131,67888330
4132,64853979
4133,64895526
4134,63115432
